rating,review,split
1,overall design highly regarded amazon,train
2,great place start,train
2,general operator full time day,train
1,pt shippingreceiving associate,train
1,difficult job,train
2,full time associate,train
1,moving product focus expense technical expertise,train
1,assist steve job,train
2,form employee 514,train
2,flexibility salary latest technology passion,train
1,long time employee,train
2,mostly good would even better redmond,train
1,picker,train
2,best company work,train
1,picker,train
2,channel program analyst,train
1,rld,train
2,amazon life,train
2,software internship,train
2,good time google lot lot thing great group product,train
2,mixed bag,train
2,amazing place start one corporate journey,train
1,burn spit,train
2,ok place like hard work,train
1,felt like high school,train
1,ok looking waste time,train
1,poor treatment,train
1,worst call center work ever,train
2,could better,train
2,supervisor,train
1,great flexibility,train
1,terrible,train
1,miss old microsoft minus sophomoric moronicsexist harassment course,train
1,facebook experience,train
2,software development engineer ii,train
2,great people product work hard,train
1,glitter gold,train
1,data analyst,train
1,amzn eval,train
2,qa content editor,train
2,best place work,train
1,lack support little relevant training badly structured programme,train
1,amazon warehouse operative,train
2,interesting place work,train
2,learn everything,train
1,associate,train
1,tech lead,train
1,technical program manager,train
1,rewarding experience political nightmare depending management group,train
2,great place,train
2,ghro,train
1,ftw1 horrible,train
2,associate,train
1,senior engineering manager,train
1,stower,train
2,great company work,train
1,say,train
2,always day1 amazon,train
1,good benefit development,train
2,pay,train
2,work hardhave fun,train
1,working warehouse,train
1,work east coast,train
1,good place work,train
2,great place overall,train
1,corporate culture life support,train
1,cliquish cultish worklife balance,train
1,terrible management top trickle,train
2,great,train
2,developer,train
1,mixed opinion profile customer service associate,train
2,great company siloed,train
1,nutjobs run asylum,train
2,usual,train
2,pick associate,train
2,great technology challenge,train
2,stellar leadership,train
2,software development engineer,train
1,csr amazon india hyderabad,train
2,recruiter,train
1,faceless anonymous corporation people matter,train
2,data associate,train
1,hype smoke mirror substance longevity,train
1,used,train
2,depends group,train
1,worst training ever,train
2,good employer,train
2,product specialist sale advisor,train
1,joined high hope could keep spirit long,train
1,zero respect aws employee pdx,train
1,cult apple,train
2,always day 1,train
1,expected,train
2,great company terrible manager,train
1,good benefit minimal pay job required plus,train
1,typical corporate bureaucracy micromanagement,train
2,gpm,train
1,great pay bad overall,train
1,work datacenter,train
2,amazing,train
2,great place spend year,train
2,great employer great perk,train
2,solution specialist microsoft,train
2,benefit,train
1,pc,train
1,aha,train
1,place work,train
1,area manager,train
1,grueling job unrealistic goal,train
1,meh,train
1,company good policy employee,train
2,amazon rock,train
2,financial analyst,train
2,great company,train
1,amazing shop amazing work,train
1,technical account manager,train
1,software development engineer,train
1,seen,train
2,great place work,train
2,site safey mananer,train
1,finance operation,train
2,intern amazon,train
2,great company,train
2,love aws,train
2,great place work smart people software people use getting harder feel relevant world,train
2,love company,train
2,director business program management,train
2,closest place paradise,train
2,great place work,train
1,great professional experience lot personal sacrifice,train
1,great place learn,train
2,software engineer,train
1,manager,train
1,highschool drama worth perk,train
2,awesome company,train
1,lot hype,train
2,best place start learn grow,train
2,amazing place work,train
1,manager way long position,train
1,customer service manager,train
2,account manager,train
2,project manager,train
2,great company software development lot opportunity,train
1,great company change made,train
2,dazzle fade quickly still faint glow time time,train
1,good place work,train
1,best company work despite report,train
1,customer servie representative,train
2,good,train
2,tough get great place,train
2,station operation manager,train
2,great work culture poor floor manager,train
1,microsoft india gtsc,train
1,new leadership worse previous,train
2,onboarding,train
1,grunt,train
2,apple retail,train
1,operation manager,train
2,trm,train
1,horrible,train
1,great seasonal cannot imagine full employee,train
2,benefit decent high school atmosphere,train
1,yet another big company,train
2,apple store leadership program associate,train
1,best time worst time,train
2,qa engineer,train
2,one best company work,train
1,bound pick,train
1,ok good company,train
1,procurement category manager,train
2,software technology leader,train
2,started rebel seeking change world bottom line driven,train
1,go,train
1,operation,train
1,employee,train
2,great place culture transforming,train
2,amazon lifestyle knowitinsideout,train
2,great company grow,train
1,okay place gain experience much make career,train
1,normal nice person run direction,train
1,micromanagement dealbreaker,train
2,great experience right group,train
1,poor people treatment,train
1,customer centric company,train
2,life hand stow,train
2,easy job little formal training,train
1,worst pay horrible shift,train
1,would recommend,train
1,working amazon,train
1,recruiter,train
1,gi technician,train
2,decent yet chaotic,train
1,politics terrible old timer protective turf newcomer barely stand chance,train
1,nice experience,train
2,great place work,train
1,order support specialist,train
1,incredible opportunity great people erratic leadership,train
2,great people great reputation,train
1,genius,train
2,apple give abundance resource take away experience entirely,train
2,great job great company,train
1,worth,train
1,fulfillment associate,train
1,hard move,train
1,say,train
1,amazon warehouse associate,train
2,learned lot decent compensation sometimes infuriating,train
1,ready break safety rule,train
1,executive assistant 4 director,train
1,delivery demand outways company principe,train
2,great place work depending,train
1,think corporate european head office perspective,train
2,manager product software test,train
2,many side,train
2,great place work great perk great colleague,train
1,5 an chez apple,train
1,stuttering,train
1,obviously world leader multiple technological area corporate culture issue challenging future,train
1,seasonal customer service associate,train
2,working apple,train
2,make opportunity,train
1,bad stay several year,train
2,challenging fun great people,train
1,review model farce ceo got fired rating last 5 year,train
2,lead specialist sourcing,train
2,ps azure,train
1,toxic environment,train
1,unrealistic,train
2,best tech,train
2,positive experience great company work,train
2,pantry associate,train
2,process associate,train
1,work verge bankruptcy,train
2,good company,train
1,microsoft consulting service worst job career,train
2,best company work,train
1,fulfillment associate,train
2,good company,train
1,depends org might ok might bad,train
1,hell would better,train
2,home advisor excellent job,train
2,make good temporary job,train
2,awesome company work,train
2,application developement,train
2,good college work,train
2,engineer,train
1,fulfillment center associate,train
2,engineering manager google,train
2,review apple,train
2,readiness operation manager,train
1,horrible working condition,train
2,make,train
1,great place work full time,train
2,recruiter,train
1,customer obsessed interest employee shockingly political,train
2,account manager,train
2,contract want career advancement,train
1,toxic work place,train
2,nearly bad news say,train
1,much hype,train
2,great place great people,train
1,watch,train
2,great experience team portfolio,train
2,tech recruiting facebook,train
1,work work work,train
2,working amazon mean expected,train
1,give life make money,train
2,amazing workplace,train
1,high stressanxiety environment,train
1,life amazon employee,train
2,part time specialist,train
1,disappointing place bias still exists true support disability,train
1,former employee,train
1,atrocious,train
2,perfectly suit,train
2,good company good culture,train
2,interesting work great worklife balance,train
2,balance many way,train
1,picker,train
2,senior manager,train
1,apply cupertino,train
2,software dev manager,train
2,data scientist,train
2,red zone specialist,train
2,microsoft average company,train
2,ridiculous impact,train
1,used great place work,train
2,good career opportunity rarely lifetime career,train
2,risk investigator,train
2,great company,train
1,amazon overrated company,train
2,good place work,train
1,stower water spider,train
2,friendly fast paced workplace aws,train
1,ont 2 san bernardino ca central ave,train
2,logistics,train
2,competitive environment,train
2,good place,train
1,special,train
2,apple,train
1,disappointing warehouse job,train
2,recruiting business partner,train
2,software engineer 2,train
2,eu imaging capacity manager,train
2,area maintenance manager,train
1,mturk,train
1,fulfillment associate,train
2,workathome,train
2,quality service team,train
2,bingads need stop copying google,train
1,smart engineer distracted management,train
1,modern say slavery,train
2,good start,train
2,great company nowformer stack rank mentality hurt company,train
1,like hellraisers cenobite rule,train
1,data center security manager,train
2,genius,train
2,project consultant,train
1,warehouse worker,train
2,wonderful company leadership lacking,train
2,software development engineer,train
2,great place work,train
2,senior support associate,train
2,team manager,train
2,apple retail target destination,train
2,great job,train
1,horrible,train
1,great learning opportunity disparate worklife balance recognition,train
1,think different,train
1,engagement manager,train
1,post employment review microsoft,train
1,stower,train
2,fulltime warehouse associate,train
1,data associate,train
1,sow,train
2,amazon,train
2,academic account executive,train
2,definitely fantastic experience,train
1,double standard inappropriate behaviour,train
1,great place learn fast,train
1,worst time life,train
1,working amazon,train
2,microsoft,train
1,senior csa,train
1,stay away microserf brainfarm,train
2,program manager,train
2,working amazon fulfillment uk,train
2,group worldclass experience may vary,train
2,nice place work,train
2,overall good,train
1,warehouse slave work,train
2,excellent benefit,train
1,awful,train
2,amazing amazon beware,train
1,cannot,train
2,software engineer,train
2,amazing place work land right place,train
1,horrible company,train
2,excellent company work,train
2,awesome,train
1,go,train
1,exciting work say goodbye life,train
2,staffing lead,train
1,hour,train
2,got use basic knowledge apple product help customer,train
2,probably one best company world,train
2,reliable job potential career advancement,train
1,sde iii,train
2,cannot get better,train
1,director,train
2,subsidiary sale role,train
2,sde2,train
2,mostly good place work stack ranking really damaging,train
2,working microsoft,train
2,hr schertz sat1 location suck,train
1,let greed lure,train
1,shark tank,train
1,inactivity hr,train
1,work,train
2,amazing company great benefit,train
1,think twice accepting offer lateral hire,train
1,stay away,train
2,great company,train
1,ambassador,train
1,promised,train
2,disappointing,train
1,project manager,train
1,hr lie,train
1,lot good people,train
2,partner development,train
1,sr program manager,train
2,webdeveloper,train
2,good company,train
2,great place time,train
1,fc associate,train
2,specialist,train
2,get put,train
2,organization dependent,train
1,great talent leadership culture road block,train
2,technical consultant position decent,train
2,fulfillment center,train
1,fulffillment associate,train
2,rewarding environment,train
1,target set 130 reasonable,train
1,hr leadership,train
2,great place start career,train
1,amazon,train
2,transship lead,train
1,expect much work care,train
2,sde,train
1,inhospitable place work,train
1,disappointing say least,train
1,stay clear bing ad,train
1,good pay expect move anytime soon,train
2,great,train
2,group interview first learn different people idea consideration,train
2,enjoyable,train
2,receiver,train
2,great company high stress,train
2,exacting rewarding,train
1,eh,train
2,work hard inspiring workplace,train
2,hope never leave,train
1,picker,train
2,great,train
2,stressful,train
1,amazon summary,train
1,software development engineer,train
1,great company work however hard get promoted,train
2,digital analyst,train
2,specialist,train
2,culture changed,train
2,great place work,train
2,smart selfdirected employee great culture occasionally disruptive reorgs,train
1,company taken seriously,train
1,bad place work,train
1,area manager,train
1,unorganized,train
2,fun fast paced working environment,train
2,work experience echo product experience,train
2,customer relation advisor,train
2,senior management,train
1,horrible,train
2,good short term,train
2,customer support associate,train
1,system engineer,train
2,solid company good worklife balance,train
2,best retail employment experience handsdown,train
1,unfair practice,train
1,poor management,train
2,place still better place learn ton,train
2,decent pay facility ok ok much work pressue lot micromanagement,train
1,manager program management,train
1,procurement manager,train
1,look leap,train
2,think big stay north pole create force momentum transform scale,train
2,flexibility opportunity,train
2,great perk good compensation fit company narrative marginalized fairly quickly,train
1,project manager,train
2,best retail,train
2,stay make history,train
2,specialist,train
2,solution architect,train
2,title,train
1,amazon brand name learning,train
2,software engineer,train
2,situation associate,train
2,tech advisor,train
2,warhouse sorter,train
2,great family atmosphere,train
2,customer service,train
1,software engineer,train
2,great place work,train
2,software engineer,train
2,team lead,train
2,looking challenge look,train
1,fc,train
2,stack ranking totally gone,train
1,pick,train
1,microsoft,train
1,analytical lead,train
1,communication unclear direction,train
2,good hardworking place work,train
2,worth good manager,train
1,desperately trying stay relevant,train
2,great place work,train
2,good employer,train
1,love job hate fc work,train
1,global ehs,train
1,experience,train
2,working,train
1,genius huh,train
2,fastest best get,train
2,bad many change,train
1,extremely cliquey political poor culture lacking communication career growth,train
2,pretty good burn fast,train
1,job,train
1,area manager 4 year,train
1,stay away company,train
2,technical program manager,train
2,superb,train
1,laser line,train
1,absolutely,train
2,good benefit questionnable perspective,train
1,home advisor remote based,train
2,great place competitive optimist,train
2,working retail apple,train
2,work hard play harder talented people world,train
2,service engineer,train
1,viter applecare,train
1,netflix racist,train
1,worst place work join company,train
1,pay bill,train
2,bonne planque,train
2,channel marketing manager,train
2,amazing,train
1,yard jockey,train
2,group manager,train
2,nice environment work offer information knowledge like workspace,train
2,yeah good,train
1,driver,train
2,technical lead,train
1,perception,train
1,nothing nice say,train
1,network operation specialist,train
1,look beneath cover first,train
2,good job,train
1,qualified people recruited bpo job,train
1,bad far ideal,train
1,seasonal job,train
1,horrible management,train
1,disappointing,train
2,amazon excellent place work,train
1,manager operation,train
2,great place work want make difference,train
2,bad exec leadership still good place work,train
2,creative,train
2,depends,train
1,culture undervalues collaboration,train
2,partner,train
1,sdet ii,train
2,good workplace environment,train
2,warehouse operator,train
1,management employee,train
1,worked,train
1,kiva robot,train
2,product zone specialist,train
1,think carefully accepting position amazon fulfillment center,train
2,apple retail specialist,train
1,worst place work ever,train
2,customer specialist,train
2,great place work,train
1,fulfillment warehouse associate,train
2,best retail store,train
2,network development engineer iii,train
1,waited 2 month update,train
1,sweatshop,train
1,like drinking fire hose,train
2,amazing work insane workload,train
1,packer pack single,train
1,family room specialist genius,train
2,wonderful place,train
2,overall great opportunity experience,train
1,trainer,train
2,excellent experience,train
1,sorter,train
1,trm,train
2,depends luck,train
1,shadiest business practice company ever worked,train
2,take good bad,train
1,think jump,train
1,packer,train
1,company could great compensation system bred horrible culture,train
1,good place start,train
2,technical account manager,train
1,good benefit best culture,train
1,runofthemill workplace,train
2,truth amazon,train
2,good company undergoing lot change,train
1,worst work experience,train
2,software engineering internship,train
1,political lack diversity,train
2,awesome place work,train
2,sale,train
1,nice shiny outside empty inside,train
1,great place first position,train
2,rewarding challenge,train
2,fulfillment associate,train
2,beware amazon politics management,train
2,process assistant,train
2,best place work,train
1,marketing manager,train
2,system engineer,train
2,great company great benefit,train
2,great place talented selfstarters,train
2,exciting place work,train
1,white privilege run rampant,train
2,lot opportunity learn work,train
2,warehouse experience,train
1,company lying,train
1,delivery,train
2,great place fit mold,train
1,employee valued enough,train
1,global manager,train
1,h1b issue rough onboarding,train
1,physically mentally tough job,train
2,challenging worth,train
1,blown away michael jordan chose sam bowie never another like run,train
1,nice lasted everything cut,train
1,siri high performance computing engineer,train
2,customer service representative shipping delivery support,train
2,amazing company,train
2,group smart sometime passionate people led confused management,train
1,worthy someone jobless,train
2,great vision terrific team poor middle management execution,train
2,sale lead,train
2,pretty good,train
1,brand specialist weak average individual,train
1,low pay slow promotion,train
1,get know team manager joining team,train
1,danger opportunity,train
2,good benefit,train
1,general manager,train
2,software engineer,train
2,best place ever worked,train
2,good place build career,train
1,new pt warehouse associate,train
2,software engineer,train
1,oh,train
1,trial fire,train
1,asc,train
1,fairly okay,train
2,culture lost,train
2,good place work,train
1,evil,train
1,amazon robbinsville facility center,train
2,great place work,train
2,microsoft large collection highly capable type people,train
2,specialist,train
1,worth,train
2,retail store employee,train
2,best,train
2,creative,train
1,apple retail officially worst,train
1,amazon put employee last,train
2,ok,train
2,bait switch,train
2,great place work,train
2,senior pm,train
1,unfair professional little interpersonal skill,train
2,large company nice career opportunity,train
1,worst expierience ever far management handle staff,train
2,weitgehende positive erfahrung,train
1,burnout machine,train
2,overall good job experience,train
2,risk investigator,train
2,great experience,train
2,initially exciting mundane,train
2,strong positive strong negative,train
2,search quality associate,train
2,agile program manager,train
1,recommended,train
2,good good good,train
1,superstar much adrift,train
2,amazon fullfilment,train
1,understand circumstance leave job work amazon,train
1,amazon sort center,train
2,incredible workplace,train
2,neutral satisfied,train
2,good,train
2,diverse product work senior talent learn always seeking improve,train
1,extremely tiring age fast,train
1,join company never,train
2,good say minor issue,train
1,avoid,train
1,incredible company horrible retail management,train
2,sde1,train
2,genius admin,train
2,awesome company,train
2,great company,train
1,sexist,train
2,workplace unlimited opportunity,train
1,terrible place work,train
1,cultish,train
1,good fresh man career people better,train
1,amazonians,train
1,challenging environment see real progress customer expectation,train
2,great place work,train
1,great company tough environment,train
2,every group company different,train
1,warehouse associate,train
1,software development manager,train
1,bad,train
1,unprofessional,train
1,hide seek,train
1,fast pace,train
1,homophobiaracismsexism,train
1,care,train
2,great place work,train
1,stow receiving,train
2,best company,train
2,fantastic company,train
1,good,train
2,good compensation especially rsu hamper innovation meritocracy,train
2,meh,train
1,ok,train
1,terrible,train
2,excellent place work,train
1,limited work,train
1,amazon,train
1,interesting place work let politics,train
1,assosciate,train
1,join contractor,train
1,senior director,train
1,good benefit poor management,train
2,senior control engineer,train
2,customer service,train
2,retail,train
1,retail,train
2,great place work,train
1,area manager,train
2,good work,train
2,overall experience,train
1,stower,train
1,worst experience,train
1,great start career lot upward mobility,train
2,awesome,train
2,great starting job,train
1,biggest waste time,train
2,overall great place learn grow however politics stifling,train
2,great college job,train
2,good opportunity,train
2,hicups bad place work,train
1,bien mais,train
2,good program lot opportunity,train
2,good pay benefit,train
2,amazing,train
1,inboundstow,train
2,pm title,train
2,wonderful experience working learnt lot,train
1,sexist understanding worklife balance,train
2,sale,train
1,area manager,train
2,experience good pay could better,train
1,apply work,train
1,bad manager smb terrible management around,train
1,political retail culture,train
1,worst employer,train
1,idealism buried deep decade old corporate culture,train
2,warehouse work,train
1,genius administrator,train
1,avoid window division,train
1,lack communication,train
1,lot backstabbing,train
1,great younger people,train
2,perfect,train
2,good,train
2,sale specialist,train
1,harsh,train
1,dublin sog job,train
2,great company,train
1,picker,train
2,best place work,train
1,home advisor stressful work,train
1,many politics,train
2,software development manager,train
1,distribution associate,train
1,job,train
1,workhome balance,train
2,make career,train
1,attacked front,train
2,stay like may never leave,train
2,microsoft,train
1,great food fantastic staff,train
2,recruitment manager,train
2,amazon,train
2,great experience,train
2,intern,train
1,best worst currently,train
1,warehouse,train
1,great company poor management,train
1,use magnifying glass prove something obvious,train
2,microsoft great company work many way internal culture good fit,train
2,great place,train
2,exciting difficult,train
1,growing dissatisfaction highly political lack intracompany career management,train
2,sehr empfehlenswert,train
2,cvg1 amazon outbound,train
2,microsoft right track successful company cloud world,train
1,big layoff reform reorganization upfront otherwise survive,train
2,analytics intern,train
2,home advisor,train
2,great place,train
1,cult,train
1,stuck bureaucracy,train
1,hell hole,train
1,interesting technology low pay,train
2,specialist apple retail,train
2,amazon greatdesign much,train
2,data scientist,train
2,sr auditor privacy security,train
2,communication,train
2,still great company work,train
2,retail still retail,train
1,employee disatisfation,train
2,vcc reserve flex schedule,train
1,bully,train
1,life better outside,train
2,great company,train
2,great company everyone,train
1,poor management,train
2,warehouse associate,train
2,dynamic competitive company,train
2,home apple care advisor,train
2,aha apple specialist,train
1,year employee cooperation negotiation,train
2,sde ii,train
2,fulfillment,train
1,good place start sdet horrible career choice,train
1,depends work,train
1,fire ceo horrible management,train
2,great first job,train
2,software engineering intern,train
2,age discrimination still old culture,train
1,management,train
1,ocp,train
1,exacted,train
2,amazon web service fulfilling career,train
2,user experience designer,train
1,technical advisor,train
1,respect intern employee,train
2,technical assistance,train
1,culture disrespect,train
2,marketing analyst,train
1,worse place ever,train
2,microsoft,train
1,lumbering 90 politics little innovation poor review process,train
2,used,train
1,average pay process driven company,train
2,great perk people career mobility,train
2,good company,train
2,good work culture ruined inefficient manager,train
2,open connected diverse,train
1,product manager,train
2,bie amazon,train
1,1 company career development,train
1,program manager,train
1,stressful,train
1,customer service 1,train
1,coud sale,train
2,good company,train
1,fulfillment,train
2,blue shirt,train
2,good deal,train
1,cultish,train
1,retail tech,train
1,genius,train
2,specialist,train
1,business analyst,train
1,good people twisted performance review process old new,train
1,working environment amazon,train
1,vcc generalist ii,train
2,microsoft,train
2,facility manager,train
2,great professional experience smart people,train
1,terrible,train
2,google self employment,train
1,fun hardwork,train
2,director audience marketing,train
1,great need job,train
1,customer centric overgrown inefficient startup well tuned nonprofit machine expense employee,train
2,best job college student,train
1,know getting,train
1,program manager,train
1,sde ii,train
1,would rather work lesser known company work bad manager microsoft,train
2,great place work busy,train
2,subject matter expert,train
1,great learn cannot grow,train
2,microsoft premier support,train
2,picker,train
1,working hard get recognized,train
2,cloud support engineer,train
2,best company work far,train
1,2nd assistant production coordinator,train
2,great transition experience,train
2,good pay huge titan move extremely slow suffers lack customer focus,train
2,absolute roller coaster,train
1,worst condition warehouse,train
2,work work work,train
2,good,train
2,risk analyst,train
2,specialist retail,train
1,horrible place work,train
2,great place work,train
2,good company easy burn,train
2,director,train
2,awesome place work,train
1,paid bill looking real job,train
2,specilist apple store,train
1,good work personal life,train
2,decent employer blessing large employer like amazon area,train
2,best place learn,train
2,diverse company lot opportunity growth,train
1,amazon,train
1,shipping clerk,train
1,packstow,train
2,level care astonishing,train
2,fantastic culture colleague learning experience overall great opportunity,train
1,customer service agent,train
1,fc associate,train
1,prime associate,train
1,area manager,train
1,great company,train
2,great perk,train
1,burn,train
2,sr support engineer,train
2,could happier,train
2,risk investigator aws variable fraud,train
2,c team lead,train
2,great company culture people care learning providing great product,train
1,unless cannot find job place else run direction,train
2,good part time job,train
1,great amazon make sound,train
1,hit miss depends group manager,train
1,terrible,train
1,good place career,train
1,everything hear true,train
2,service associate,train
1,long time shopper long time employee,train
2,senior software engineer,train
2,sale desk researcher,train
1,horrible,train
1,experience microsoft gtsc tech lead,train
1,bad experience,train
1,msft,train
2,operation,train
1,enterprise technical support,train
1,scientist,train
1,risk investigator,train
2,stable boring,train
2,great job experience work toxic culture taking,train
1,thought would,train
1,human resource assistant,train
1,learned lot great manager smart people could compensate flawed culture,train
1,stifling toxic political,train
2,manager,train
2,great place work,train
2,great company,train
2,tough,train
2,manager,train
1,petty manager,train
2,aws solution architect,train
1,sweat shop,train
1,hope get good group suffer,train
1,oppressive work environment,train
2,good place learn grow everyone,train
1,business analyst ii,train
2,good,train
2,people centric company,train
1,family run away,train
2,finance analyst,train
2,awesome company,train
2,great intense place work,train
1,manager,train
1,amazon llc,train
2,good job,train
2,place learn lot within short period time,train
1,business leader,train
1,decent job,train
2,intern,train
2,decent pay benefit,train
1,generally good company watch toxic district,train
2,great place learn build maintain service,train
2,overall good improved,train
1,management fear intimidation,train
2,amazing company,train
1,executive assistant,train
1,netflix c amsterdam worst place work,train
1,interesting company young people,train
1,stupid projectstechnologies software engineer,train
1,go redmond want work microsoft,train
1,diary unhappy associate,train
2,great company work,train
2,family room specialist,train
1,retail vendor manager role,train
1,outbound pick,train
2,job,train
1,amazon fulfillment center,train
2,microsoft,train
2,manage worklife balance great place work,train
1,tired soul work microsoft,train
1,business,train
2,review,train
1,one disappointing experience professional life,train
1,coe,train
1,specialist,train
1,night shift amazon warehouse experience,train
2,great company great environment,train
1,une cage doreo lon doit appliquer le mthodes u sans rien dire,train
1,area manager 4 year,train
2,solution architect,train
2,sale floor selling mac ipads ipod iphones,train
1,bad,train
2,associate consultant charlotte nc,train
1,great place high reward risk,train
1,cheap place work drastic year year cut overworked underpaid,train
1,technical account manager,train
2,bad,train
2,product manager,train
2,catalogue assistant,train
1,software developer,train
2,product manager,train
2,nice place chilled people,train
2,program manager,train
2,work amazon,train
1,warehuse operative,train
2,great place work,train
1,supply planner,train
1,amazon fulfillment centre,train
1,great company awful medical insurer,train
2,great opportunity benefit toxic culture,train
2,great benefit,train
2,okay company,train
1,respect employee,train
2,unique one kind dream job,train
2,sde amazon,train
2,aha college,train
2,great company smart people savvy business,train
1,restrictive bereft creativity chaotic,train
2,rcc payment,train
1,forklift pick truck warehouse worker,train
1,transaction risk investigator,train
1,apple retail,train
2,pro con working home apple,train
2,packer,train
2,fast pace work environment,train
1,beware digital product specially work lab126,train
1,pretty mediocre company work,train
2,nice place work,train
2,home advisor,train
2,ok job,train
2,amazon fullfilment facility distribute merchandise usa,train
2,depends team,train
2,job review,train
1,great people highly political company,train
1,work hard fun make history,train
2,great people,train
2,big apple,train
2,sdet ii,train
2,enjoying ride new microsoft,train
1,favoritism,train
2,statistician,train
2,trying modernize stil,train
1,smoke mirror,train
2,desirable company work,train
1,brutal culture,train
1,good want learn good want retire,train
2,hr specialist,train
2,amazoncom,train
1,fair department,train
2,sr engineering manager,train
2,device assciate,train
1,stay two year max get,train
2,amazon,train
1,software engineer,train
2,technical program manager,train
2,6 year background team lead hand experience team management management report,train
2,brand specialist,train
2,lot opportunity progress career,train
1,sde ii,train
2,great company witn fabulous management,train
2,hey man great,train
2,senior software engineer,train
1,pending start date,train
2,home advisor,train
2,work life,train
1,need job,train
1,m broken,train
2,great goal great challenge great team,train
2,fantastic opportunity,train
2,programmer,train
1,picker,train
1,hardware engineering manager,train
2,hiring new people indefinitely answer,train
2,product manager,train
2,senior marketing manager,train
2,like,train
1,picker,train
2,software engineer,train
2,director marketing strategy apac service,train
1,apple map,train
2,big challanges changing time overhead opportune impact opportunity,train
1,okay place work,train
1,work,train
1,stow,train
2,account manager,train
2,love job love company,train
1,surrounded smart people way competitive good way,train
2,best job ever,train
2,retail retail place great even though retail,train
1,rediculously confining,train
2,big corporation option,train
1,good pay,train
1,pleasant time,train
2,associate,train
1,nothing inbetween job trying figure something else,train
2,enjoyable continuous learning,train
2,best company work,train
2,senior advisor,train
2,imbalance distribution talent lack passion team,train
1,engineer,train
2,pretty good ideal contingentcontract,train
2,fantastic place work,train
1,tsp stay away nothing technical,train
2,great benefit,train
2,churn burn,train
2,sort associate,train
1,good starting career,train
2,really opportunity change world,train
1,horrible place,train
2,good need innovation,train
2,great company culture,train
1,apple,train
2,incredible place work,train
1,warehouse associate monitored bathroom break water break,train
2,crazy place value personal life think bought well paid salary,train
1,terrible job,train
1,still long way go,train
2,exciting place limited leadership,train
1,partner channel marketing manager,train
1,need improvement,train
1,admin,train
2,genius,train
1,sde,train
2,continuous improvement,train
2,best retail job still retail,train
1,look elsewhere want career development option,train
2,amazing company work,train
2,apple retail,train
2,reasonable place work,train
2,customer relation advisor,train
1,operation,train
1,operation leadership,train
1,really bad management development plan,train
2,amazon,train
2,genius bar,train
2,aligning company culture key success,train
2,fancy sound like,train
1,sde,train
2,delivery driver,train
1,pro con amazon,train
2,good place work,train
1,take money run,train
2,great work environment,train
2,software engineer,train
2,software engineer,train
1,review,train
2,architect manager professional service,train
1,living time capsule,train
2,fun place work,train
2,tech support analyst,train
1,great full fail,train
2,want best one ever,train
1,home advisor,train
2,specialist,train
2,awesome place,train
2,excellent place work,train
2,great job gain valuable experience growth,train
1,ok ok,train
2,google awesome,train
2,depends team,train
1,brand shame uk company,train
1,horticulturist,train
1,technical acount manager,train
2,great perk fun people atmosphere,train
2,nice place work,train
1,great sucking care result place,train
2,expert,train
1,politics galore,train
1,terrible want pay benefit,train
2,great company good people,train
2,amazing place work,train
2,freedom fast pace good tech management better,train
1,consultant,train
1,apple store employee,train
1,amazon suck,train
2,retail truly retail,train
1,decent company poor pay depending,train
2,really loved time google,train
2,awesome company,train
1,area manager,train
2,great place learn grow skill work talented underpaid individual ever meet,train
2,applied scientist,train
2,best place work,train
2,ok job,train
1,wonderful position ordinary stable reasonable mass people,train
2,broad spectrum task,train
2,great opportunity,train
2,great worklife balance stock bonus,train
2,good company much work pressure,train
2,great company,train
2,strong root looking change world,train
2,really nice job,train
2,great culture low compensation,train
2,definitely worth,train
1,engineer friendly place cutting edge work,train
1,seasonal,train
1,nonsense company,train
1,logistik bei apple,train
2,difficult get promoted,train
2,fulfillment associate position,train
1,intense work environment lack collaboration often confrontational,train
1,wolf culture burn people easily,train
2,5 year apple,train
2,team lead,train
1,good company,train
1,fulfillment associate,train
2,pm,train
2,community manager,train
1,filled favoritism politics,train
2,hard work great opportunity,train
1,great training,train
2,always satisfied,train
1,senior service engineer lead,train
1,good total package performance review system yield inequitable result,train
2,finance,train
1,darwinian sure bad good,train
1,illusion illusion,train
1,terrible company work,train
2,customer service kindle na,train
1,great learning good work life balance career development,train
1,toxic bos,train
2,great company,train
1,call center stuck,train
2,picker,train
1,amazongood thick skinned strong young worker,train
1,burn churn,train
2,specialist,train
2,corporate culture spotty w ceo transition beware careerlongtime microsofties,train
2,great culture intense work life changing experience,train
1,stagnant political,train
1,looking job internship completed look somewhere else seriously,train
2,really enjoy working,train
1,best company want work,train
2,still amazing place work,train
2,software development manager,train
2,best job ever,train
1,electrical engineer,train
1,stressful,train
2,work hard fun,train
1,suck,train
2,great place work,train
2,hr assistant iii,train
2,pro con,train
1,stress long hour disappointing pay,train
1,meat grinder lure door take effort develop motivate,train
2,hard work good pay,train
1,best environment poltics,train
1,crooked liar,train
1,fulfillment associate,train
2,great place,train
1,fastpaced everchanging figure go along job,train
1,empowerment,train
1,poor management,train
1,care people place,train
1,wild company,train
2,great place employed great place work,train
2,always day one,train
1,work,train
1,cae1,train
1,neglect,train
1,software developer,train
1,recruiting coordinator,train
2,great work environment culture,train
1,definitely fresh college crowd,train
1,sink low career,train
1,cult,train
1,low pay,train
2,always new thing learn,train
