rating,review,split
2,software engeener,train
1,good people poor leadership,train
2,google network engineer syd,train
1,delivery driver,train
2,best,train
2,engineer,train
2,youtube ad sense,train
1,technical recruiter,train
2,good company good perk good people,train
2,amazon extract full value,train
1,apple,train
2,awesome place work,train
2,applecare athome advisor,train
2,sale floor selling mac ipads ipod iphones,train
1,warehouse,train
2,genius,train
1,expected,train
1,senior software engineer,train
2,sr vendor manager,train
2,great company work,train
2,inspiring culture smart peer,train
1,communication unclear direction,train
1,politics valued performance,train
2,awesome job college,train
1,equal opportunity employer anymore,train
2,great opportunity student grow professionally,train
2,worst place,train
1,management clueless,train
1,apply love frustrated,train
1,amazon trap,train
1,good pay average work poor culture lack diversity,train
2,senior hr manager,train
2,meh,train
1,real meat grinder job,train
2,working microsoft,train
2,great company great company world adwords,train
2,amazing place work,train
1,special,train
1,part time ware house associate,train
1,genius,train
2,development manager office division,train
2,absolutely amazing worth lifetime,train
1,warehouse,train
2,nice,train
2,warehouse associate,train
2,home advisor,train
2,ground truth analyst,train
2,great place work,train
1,full old guard bad rating scheme,train
2,best company worked,train
1,interesting people room movement,train
2,really enjoy working,train
1,time change review system,train
1,work life balance,train
2,microsoft used amazing place work still potential,train
2,great company crossroad like,train
2,customer service specialist,train
1,meat grinder motto,train
1,customer service representative,train
2,good experience,train
2,developer support engineer,train
2,watch,train
2,senior manager,train
2,great company,train
2,good money,train
2,sale executive,train
1,marketing manager,train
1,terrible,train
2,pmm microsoft,train
2,srops,train
2,microsoft review,train
2,work kamper,train
1,sloppy management staff,train
1,challenging,train
2,specialist,train
2,great infrastructure people,train
2,escalation specialist,train
2,apple retail al arbeitgeber,train
1,working apple,train
1,ok experience,train
2,staying long,train
1,azure networking,train
2,customer service representative shipping delivery support,train
2,great salary,train
2,want ti fun good industrial experience,train
1,amazon suck,train
1,okay work,train
1,risk investigator,train
1,amazon mexico,train
2,software engineer iii,train
2,sale assistant,train
2,tier 1 associate,train
1,unfair treatment hard worker,train
1,designer say amazon,train
2,sort associate,train
1,genius,train
1,good total package performance review system yield inequitable result,train
1,horrible place work,train
1,bound pick,train
1,drink lot coffee,train
1,research carefully joining rank,train
1,flex scheduling made amazon prime terrible place work,train
1,sr marketing manager,train
1,place social poeple aspire become robot correct place,train
1,transaction risk management solution,train
1,supply planner,train
1,meh,train
1,soltuion specialist,train
2,amazing experience,train
2,mediocre difficulty,train
1,lot great tech company work amazon one,train
2,strategic business manager,train
2,great exerpience,train
1,brand specialist amazon beauty,train
2,sale,train
1,amazon fulfillment,train
1,exploitation finest,train
1,decent pay good benefit crappy work environment,train
1,warehouse associate,train
2,specialist apple,train
2,microsoft review,train
2,great place work,train
2,dedicated,train
1,harx work little reward,train
2,fast pace,train
1,everything reading gawker true,train
2,pick associate,train
2,good challenge career growth,train
2,best,train
1,longer company want work,train
2,good benefit management variable,train
2,fantastic experience,train
2,great opportunity make impact poor work life balance,train
2,depends,train
1,engineer,train
2,m place stay longer,train
1,2nd assistant production coordinator,train
2,inspiring company culture changing,train
2,brilliant coworkers amazing benefit shortage challenging work,train
2,best place worked,train
2,mixed feeling,train
2,great experience,train
2,technical specialist,train
1,program manager,train
2,google,train
1,amazon dangeroud,train
2,amazing place work,train
2,work amazon,train
2,good benefit,train
1,never deal amazon career level,train
2,still great company work,train
1,good place,train
1,great management,train
1,work life balance,train
2,software developer,train
1,company lot asset leverage far behind mobile hard see catch,train
2,software engineer google,train
1,stay far away,train
1,area manager,train
2,developer advocate,train
2,accelerate career,train
1,cult like,train
2,working amazon leadership role,train
1,stower water spider,train
1,trying better still old habit die hard,train
1,microsoft rotten political,train
2,well managed company best development opportunity,train
1,modern day slavery,train
2,working hard fun truly making history,train
2,ambiguity forte love apple,train
1,bad,train
1,project manager,train
1,best day behind,train
2,microsoft rock,train
2,fast paced,train
2,account manager,train
1,mixed bag tempcontract employee,train
1,get get make time,train
2,good company start career,train
1,everyone,train
1,place suck,train
1,good,train
2,visual studio team service great place work idc,train
1,completely disappointing,train
2,electrical engineer,train
2,nice company,train
2,expert,train
1,company say,train
1,great company average management,train
2,amazing place,train
1,decent company work,train
2,specialist,train
1,amazon associate,train
2,smart people chaotic workplace,train
1,much hype,train
2,amazon great easy use,train
1,bad,train
2,could ask,train
1,offer level company,train
2,parttime seasonal associate,train
2,good,train
1,production operator,train
2,gsm,train
1,alright,train
1,heartless ruthless avoid soul want keep,train
1,area manager,train
2,good company,train
1,former great company going drain,train
1,lack worklife balance,train
2,apple retail,train
1,best thing happened sc,train
1,love tech,train
1,senior technical program manager,train
1,pay structure,train
1,soul sucking,train
2,good bad,train
2,field sale,train
1,low quality leadership management skill,train
1,vanity fair correct,train
2,work life balance,train
1,best company work,train
2,fraud analyst apple online store,train
1,finance analyst slovakia,train
2,working hard pay,train
1,ok college job great adult job,train
1,warehouse postion,train
2,pm,train
2,retail genius,train
1,good great,train
1,better,train
2,finance analyst,train
2,awesome,train
1,grueling place work,train
1,worst place ever worked,train
2,technical advisor,train
2,good working amazon good wage benefit work stock amazon amazing,train
1,tragic dissapointing,train
2,amazing amazon,train
1,decent retail job,train
1,labor intensive,train
2,great place work,train
1,good place get trained great care product customer,train
2,senior le,train
1,unfortunately great company work present may one dysfunctional department,train
2,take grain salt,train
2,good worklife balance low salary,train
1,area manager run far away,train
2,senior software development engineer,train
1,amazingly intelligent people work life balance,train
2,google,train
1,plantation,train
2,work hard fun,train
1,suck,train
2,global business org,train
1,stay away,train
2,amazing people focus real quality,train
2,program manager,train
2,internship,train
2,great people product culture,train
2,software developer engineer,train
1,know getting,train
1,progressively structured formal,train
1,recruiter,train
2,manager quality service,train
1,number,train
1,amazon flex driverdo believe hype,train
2,microsoft cse india,train
2,apple,train
2,great opportunity benefit toxic culture,train
1,could stand,train
1,leadership create unnecessary politics,train
1,best place work,train
1,software engineer,train
2,great place work,train
2,emeia fraud analyst,train
2,lot walking,train
1,came apple inspired left apple feeling beatdown,train
1,end google fairy tale,train
1,microsoft,train
1,military structure,train
2,would enjoy working place,train
2,financial controller,train
1,fahion valley,train
2,awesome,train
1,worst employer ever worked,train
1,need lot improvement,train
2,inbound associate,train
2,warehouse associate,train
1,work hard fun history,train
2,amazom,train
2,super unternehmenskultur,train
1,join company never,train
2,software development engineer,train
2,best work environment,train
2,digital analyst,train
1,senior associate,train
1,production worker picker scanned pick stowed customer order,train
1,great place work people want grow due potential,train
1,big chaotic monolithic engine,train
1,depends team,train
1,give life make money,train
1,keiner ist sicher vor einer k¹ndigung,train
1,operation manager,train
2,best job ever,train
2,software developer,train
2,2118055556,train
2,career manage,train
1,worst management,train
1,expected actual job 5 second video show entering company,train
1,apple ensure promoter treated better contact center,train
2,account strategist,train
1,average warehouse expectation,train
2,good part time job,train
1,think,train
2,great place work,train
2,great company good benefit,train
2,raise bar career,train
1,athome advisor internship,train
2,good place work m,train
2,great place work like working,train
2,good,train
2,culture support employee,train
1,think twice accept job offer,train
1,quality hiring get lower day,train
1,good company good benefit job suck,train
2,excellent job,train
2,good place work,train
2,2018 new grad offer,train
2,amazing company,train
1,fun,train
1,neverending work little opportunity advance,train
2,good employer reasonable benefit,train
1,shadow former glory,train
2,ea,train
2,quality assurance engineer,train
1,challenging culture decent job,train
1,broken dream much sacrifice family without anything return,train
1,quality analyst,train
1,brainless automaton,train
2,amazon delivery driver,train
2,great place start,train
1,management horrifying apple waterloo,train
2,best retail benefit,train
1,pathetic manager,train
1,good company,train
1,dissatisfying,train
2,app engg,train
1,modern slavery,train
2,great place,train
1,money everything,train
2,smart developer pm org need overhaul,train
1,bad,train
1,used great company bill gate,train
1,worst job ever,train
1,good presentation good inside,train
2,software giant elephant,train
1,good time dreadful,train
1,apple specialist,train
2,great place work,train
2,best company world,train
2,depends team,train
2,recruiter,train
2,great company,train
2,sale program management marketing microsoft,train
2,awesome place work,train
2,great culture cutting edge technology,train
1,lot favoritism,train
1,toxic company culture,train
2,great place work,train
1,challenging,train
1,data associate,train
2,good,train
2,senior product marketing manager,train
2,amazon,train
1,get old,train
2,one best company worked,train
1,coud sale,train
1,would recommend,train
1,interesting work challenge reward bad behavior,train
1,strange company,train
1,great young people working parttime fulltime adult family forget,train
1,started amazing decreased rapidly,train
2,specialist,train
1,good place work management improve hiring process,train
1,pick,train
1,hell earth,train
2,cannot get better,train
1,good,train
2,strong positive strong negative,train
2,ideal place start fresher,train
2,want best one ever,train
2,network engineer,train
1,salary,train
2,business,train
2,investigation specialist,train
1,poor executive culture ist,train
2,humbling learning experience job,train
1,applecare advisor,train
2,great company,train
2,stower,train
2,nice place work,train
2,warehouse worker,train
1,ok beginning wanted kill towards end mainly done retail,train
1,lot good people,train
1,associate,train
2,catalog quality associate,train
2,super dope place work,train
2,awesome place work,train
2,user experience designer,train
2,software development engineer test,train
1,android developer,train
2,probably one best company world,train
1,glitter gold overqualified people huge competition,train
2,work hard fun make history,train
1,technical specialist,train
1,apple great kind ok season two,train
1,investigation specialist,train
2,warehouse associate,train
1,warehouseman,train
2,im poor even though work multibillion dollar company,train
1,mid manager,train
1,retures,train
1,stressful worked long hour,train
1,amazon prime personal shopper,train
1,dirty little secret,train
1,get together microsoft,train
2,senior management,train
2,applecare senior advisor,train
2,sde,train
2,good people work,train
1,incompetent middle line manager,train
1,okay project bad work environment terrible benefit,train
2,mixed bag,train
1,teamwork many narcissistic tendancies,train
1,area manager,train
2,great place work depending team,train
1,politics destroy microsoft ireland,train
2,finance manager,train
2,review administrative roll apple,train
1,take year remove vestige nowgone stack ranked hr bureaucracy,train
1,really bad,train
2,pretty great,train
1,worst place work join company,train
2,good opportunity,train
1,sell sould mrbezos,train
2,agile lacking work life balance,train
1,everyone,train
1,specialist,train
1,progressive dangerous,train
1,fte consultant,train
2,everything politics,train
2,amazon web service worked server fixed large number server good company work,train
2,awesome,train
1,mediocre middle mgmt scared right thing company,train
1,warehouse,train
2,lot perk lot competition,train
2,good work life balance time little opportunity grow technical skill,train
2,longer raising bar,train
1,make,train
2,sde,train
1,unfair,train
1,good place temp job forever job,train
2,pay,train
2,depends drive workplace,train
2,always employee per creedo,train
1,great company management listen,train
1,ugh believe hype,train
2,software development engineer2,train
2,huge company amazing people brilliant thing often bogged bureaucracy bloat,train
1,chaotic,train
1,ok nothing else,train
2,best company ever,train
1,good,train
1,ok,train
1,amazon warehouse,train
2,ok work,train
1,picker,train
1,great company terrible management,train
2,amazing company,train
2,place shine place crash burn,train
2,constant reorgs laid month hired,train
1,achha kiya jo galti kiya,train
2,working amazon,train
1,youre looking job support dont mind hard work good job,train
1,catalogue manager,train
1,life,train
2,customer service associate,train
1,beware joining acquisition,train
2,best job ever,train
1,job job,train
1,cult,train
1,microsoft,train
1,would call best place work,train
2,great place innovation,train
1,good,train
1,program manager,train
2,general,train
2,challenging genuine,train
1,famous company nothing name,train
2,quantitative analyst,train
2,rewarding experience buy culture,train
1,bad manager good company,train
1,amazon,train
2,energetic among elephant,train
1,engineer,train
1,amazon,train
1,nice backup,train
1,everyone,train
2,data associate ad,train
2,wonderful,train
2,working apple,train
1,ehhh,train
2,want bpo amazon becoz want interact different people tackle sall thing,train
2,platform grow career,train
1,business analyst,train
1,job review,train
1,great learning culture need work,train
2,allgemein,train
2,product marketing manager,train
2,great place work,train
1,worst job ever,train
1,financial analyst ii,train
1,worth,train
1,bezos care fulfillment center,train
2,picker,train
1,everybody,train
1,believe hype,train
2,great benefit good people limited career opportunity satellite office,train
2,inside opportunity executive,train
1,overly strict harsh work environment low pay,train
1,sephora,train
1,senior project manager,train
2,best home tech support position entry level people,train
1,pretty awful,train
2,looking place ton benefit amazon place,train
1,wolf sheep clothing,train
2,amazing people amazing tech,train
2,srassosiate account specialty group,train
2,warehouse work,train
2,great workout room growth,train
1,robot otherwise favor consider something different,train
1,bad work place,train
2,hr schertz sat1 location suck,train
2,software engineer,train
1,great benefit draining retail environment,train
1,msft changing,train
2,learning development specialist,train
1,nice,train
2,great job,train
2,system engineer,train
2,love product love culture love helping people,train
1,racist leadershipineffective human resource,train
1,worst employer,train
1,inside sale dublin stu like sti,train
2,good company work,train
1,professional application support,train
1,salary,train
1,aharemote software technician,train
1,eagerly awaiting postballmer era,train
1,go,train
2,microsoft,train
2,rewarding experience,train
2,great part time temporary job,train
2,m,train
2,politics,train
2,aight,train
1,culture,train
1,average engineering culture,train
2,everyone,train
2,awesome,train
1,retail,train
2,byte,train
2,great place work,train
2,great company,train
1,ist etsemerging technology miserable place work,train
1,work somewhere else,train
1,challenging environment see real progress customer expectation,train
1,loved,train
2,good place getting better,train
2,decent pay benefit,train
2,part time fulfillment associate,train
2,amazing cannot imagine working another company,train
2,great place learn grow hard drive change,train
2,great company poor management,train
2,greatest,train
1,rubbish,train
1,screwed sesu,train
2,sale desk researcher,train
2,amazing,train
1,lumbering 90 politics little innovation poor review process,train
2,great health benefit flexibility time available,train
1,worst place worked,train
2,great company work,train
2,good benefit compensation awful hour,train
2,hard break new employee entering senior level,train
1,microsoft,train
2,sale,train
2,mentor,train
1,good government job,train
2,seller suport associate,train
1,cut throat section,train
2,great,train
2,microsoft ru,train
2,family room specialist,train
1,site training specialist,train
1,amazon tracy,train
1,fullfillment associate,train
2,great job rertail,train
1,amazon,train
1,amazon associate review,train
2,fun forgiving challenging,train
2,great company culture,train
1,customer service home,train
2,career limiting move play,train
1,politics politics politics,train
1,bien mais,train
1,worth stress,train
1,ok,train
2,apple experience,train
1,management review,train
1,high pressure call centre,train
1,engineer special project group,train
1,changed,train
2,best company world work,train
1,software engineer,train
1,warehouse,train
2,great place good team,train
2,good,train
1,red zone specialist,train
1,ops manager,train
1,thing change stay,train
1,management suck,train
2,employment best,train
2,mature career,train
1,horrible,train
1,stressful,train
2,senior manager,train
1,area manager,train
1,good start stay long,train
1,since steve left u,train
1,interesting,train
2,good work experience,train
1,sdet,train
1,worth working,train
2,software engineer,train
2,work hard work hard,train
1,worklife balance issue dependent team,train
2,great company many opportunity become something everyone benefit enjoys express,train
1,big dream sold little returned,train
1,balanced,train
2,quick review,train
1,care personalsocial life stay away,train
1,amazon lying company,train
2,proud work,train
1,disappointing,train
2,sale development,train
1,human resource manager,train
1,want job working 2 hr day sort center hillsboro,train
1,avoid window org elitism age discrimination ruined,train
1,politics worst,train
1,fulfillment associate,train
1,weak hearted,train
1,stower,train
1,associate,train
1,underpaid overworked definition,train
1,high rotation,train
2,pretty easy,train
1,microsoft great prague,train
1,join good old boy amazon way get promotionif click,train
1,happiness dependant manager like child going unhappy,train
2,best job,train
1,community development specialist,train
2,supervisor,train
1,great pay bad worklife balance,train
1,inboundstow,train
2,great place work,train
2,staffed large promise,train
1,io app reviewer take job,train
2,visionary leadership maturing company hardworking,train
2,environment,train
2,recruiter salary facebook,train
1,avoid google cloud field sale,train
2,outstanding,train
2,good company diverse opportunity transition hence unpredictable direction,train
1,circa 2015 new paint old wall,train
2,great company,train
2,pretty good,train
2,amazing,train
1,people walking eggshell,train
2,se,train
1,seller support,train
1,senior technical support,train
1,microsoft go way newspaper 1015 year,train
1,applecare advisor,train
2,sustain engineer,train
2,best job ever,train
2,within 6 month,train
1,easy unrewarding,train
2,great place work,train
2,fantastic workplace recent college grad major glass ceiling midcareer worker,train
2,nice environment work offer information knowledge like workspace,train
2,bad many change,train
1,want go far start ice,train
2,facility manager trm,train
1,bug fixing job salary great,train
1,ok work stressful,train
1,amazon fulfillment warehouse,train
2,seller,train
2,anonymous,train
1,manager,train
2,team,train
1,get better deal somewhere else,train
2,great environment work,train
1,fun gone operation burden keep coming,train
1,software development manager,train
2,software developer,train
2,apple,train
1,warehouse work,train
1,quit going 3rd party maintenance,train
1,supervisor,train
2,facebook amazing,train
1,unstable working ground,train
2,best people work worst work,train
1,amazon picker,train
2,best place world work could call work lifestyle,train
2,product specialist,train
2,red zone specialist,train
2,experience based solely team got lucky,train
1,group political nontechnical people run show jobdoers sidelined favor networkers,train
2,working store great way develop strong interpersonal skill jumpstart career,train
1,warehouse,train
1,cool company,train
1,freedom,train
2,place phenomenal opportunity,train
1,would wish worst enemy aws rds,train
1,crazy,train
2,expereince,train
1,sqa product integrity apple sensor testing engineering avoid disrespectful poorly managedd,train
1,fulfillment associate,train
1,career focus outweighs customer focus pocket great culture,train
1,google best place world work engineer,train
1,hypocrisy best,train
1,order selector,train
2,sr pr manager,train
1,job superficial people,train
1,grunt,train
2,project manager,train
2,great part time,train
1,senior software engineer,train
2,great place,train
2,area manager l4,train
1,person brain warehouse skill,train
2,good opportunity home worker,train
2,moving right direction,train
1,senior channel marketing manager,train
1,great far,train
2,amazon flex driver,train
2,great company position put work,train
1,apple review,train
2,amazing experience great product fast faced high pressure rewarding,train
2,wonderful place work,train
2,great company great experience,train
1,great work bad worklife balance,train
1,bogged bureaucracy,train
1,quality work enriching enough may depend team,train
2,old gold,train
2,software development,train
1,amazon review,train
2,amazon innovative company lot opportunity,train
2,db engineer,train
2,warehouse,train
2,worth pain end right team,train
2,customer relation advisor,train
2,great experience far,train
1,specialist,train
2,meh benefit great depends group,train
2,best tech,train
1,burn real benefit substantial,train
2,sortation center,train
2,alright,train
2,great company lousy culture,train
1,contract would made permanent upon successful completion probation period happen,train
1,place retire,train
2,area manager,train
1,avoid possible,train
1,worst place work,train
2,incredibly bright motivated employee challenging project,train
1,fastpaced environment,train
1,good customer employee,train
2,order picker,train
2,wonderful company,train
2,intern,train
2,business analyst,train
1,incompetent management,train
2,pm,train
2,one best company work,train
1,pay suck,train
1,worst company work,train
1,best job worst company work,train
2,technical sourcer,train
1,people left 12 year,train
2,good life balance good job,train
2,great company culture people care learning providing great product,train
2,peopleorientated,train
1,work home customer service seasonal associate,train
2,room grow,train
1,dissappointing,train
1,poor management,train
2,program manager,train
2,best company work,train
2,diverse product work senior talent learn always seeking improve,train
1,great experience stepping stone,train
2,director ops,train
2,loving part amazon,train
2,channel marketing manager,train
1,get bill paid,train
2,great experience,train
2,great,train
1,working amazon,train
1,longer creative company,train
1,mixed bag,train
2,good opportunity employer,train
2,itunes customer support great company excellent team,train
1,gain experience fast demoralizing environment,train
1,ten year veteran looking innovation growth,train
1,worth dollar,train
2,excellet opportunity selfmotivated worker,train
2,good retail job,train
1,good experience lot work,train
1,first great became nightmare,train
2,sale manager,train
1,smart kid graveyard,train
2,great company,train
2,warehouse supervisor,train
1,consumer product advisor,train
1,safety problem problem,train
1,sortation associate concord nc,train
1,amazon fc,train
1,leadership culture,train
1,customer service,train
2,talent commitment autonomy impact,train
1,gsm,train
2,fav company,train
1,store operator,train
2,great company work,train
2,escalation engineer,train
1,bad place work valley,train
2,first job get better,train
2,fancy sound like,train
2,awesome place,train
2,benefit,train
1,good,train
2,software development 2,train
2,amazing company wonderful opportunity hiccup,train
2,experience amazon,train
1,everything depends top categorz,train
2,break neck growth diluted culture,train
2,ambassador,train
1,retail forgotten,train
2,fantastic culture colleague learning experience overall great opportunity,train
1,scanner,train
1,spcialiste,train
1,good learning experience cost lot heartache,train
1,love coworkers dislike management,train
2,good company,train
1,100 honest,train
1,average corporate job,train
1,great peer incredibly poor management,train
1,project lead,train
2,vp product,train
1,picker,train
1,virtual customer service associate,train
2,great people,train
1,ruskin amazon,train
2,sde,train
1,horrible,train
2,amazon great company,train
2,depends lot teamboss,train
1,difficult job,train
1,like product history working apple retail quite used,train
2,great job gain valuable experience growth,train
2,sort facility,train
1,sale,train
2,group manager,train
2,amazing female engineer,train
2,sr finance analyst,train
1,great christmas money,train
2,amazing company great benefit,train
2,tide changing move cloud,train
2,google amazing,train
2,great place learn work hard make money,train
1,efficiency max employee moral go wayside,train
1,genius,train
1,meh,train
1,discriminated tortured forced resign story kashmiri muslim,train
2,opportunity grow,train
2,benefit reduction,train
1,okay place work,train
1,program manager,train
2,specialist,train
2,loved time apple,train
2,ship dock supervisor,train
1,crappy company treat employee fair management incompetent,train
2,software engineering intern,train
2,senior customer service associate,train
1,store associate,train
1,customer service associate,train
1,great place,train
2,great place work grow career,train
2,love amazon,train
2,specialist,train
1,everyone,train
2,stow,train
1,sr account delivery exeutive,train
1,microsoft review,train
2,innovation openess,train
1,manager,train
2,retail employee review,train
2,awesome experience,train
2,fulfillment associate,train
1,good cv,train
2,fun place work,train
2,great company everyone,train
1,sde2,train
1,retail v corporate,train
1,horrible old style management politics,train
2,good,train
2,great place work,train
1,working apple made fall love apple,train
1,seasonal,train
2,good secure employment,train
1,technician fb data center los lunasnm,train
1,outbpound pack,train
2,stower,train
2,transaction risk investigator,train
2,big challanges changing time overhead opportune impact opportunity,train
2,customer business impact world class scale,train
2,review,train
2,honestly job make next job,train
1,happened,train
1,sr hr assistant,train
1,terrible existence bunch bully trying make feel small motto safety first lie,train
2,pa,train
1,decline,train
2,good place work nothing spectacular,train
2,amazing place work,train
1,bad temporary job,train
1,fulfillment associate,train
1,management,train
1,changed year,train
1,fast pace driven company leadership practice change rapidly,train
2,excellent experience poorly managed,train
2,intern,train
1,fulfillment associate,train
1,apple great company look staff,train
1,work,train
2,stow associate,train
2,senior software engineer,train
1,good place work low pay,train
2,different view inside looking,train
2,operation intern,train
1,work life balance bad place work,train
2,full time specialist position apple,train
1,pay decent,train
2,great job,train
1,recommend,train
1,poor management,train
2,webdeveloper,train
2,good company,train
2,microsoft,train
2,working amazon fulfillment uk,train
2,senior hr manager,train
1,amazon stay away,train
2,technical sale professional,train
2,great culture,train
2,financial analyst,train
1,sexist,train
2,great becoming bureaucratic,train
1,sde london,train
2,amazing work place,train
1,technical specialist,train
1,account manager online advertising,train
2,great company,train
2,read amazon leadership principle,train
2,avie avantage apple,train
1,seen news,train
1,terrible place work,train
1,satisfied,train
2,cool company,train
1,virtual seasonal retail generalistwork home customer service rep,train
1,culture fear,train
1,cleaning,train
2,great environment work,train
1,amazon,train
2,good place,train
1,company one happy,train
2,senior advisor,train
1,meat grinder,train
1,wasted time,train
2,loving,train
2,microsoft retail,train
2,good internship experience help learned lot,train
1,seasonal work home,train
2,program manager,train
2,okay,train
1,horrible,train
1,poor company culture employee satisfaction,train
2,market leading mature company mature company pro con,train
2,picker,train
1,amazon associate,train
2,area manager,train
2,great place,train
1,amazonfresh ord 6 woodaleil location suck,train
2,best,train
1,fearbased culture creates professional coward,train
1,bad extra cash,train
2,place,train
2,good company,train
2,great company,train
2,mixed,train
1,big company stuck old way,train
1,apple store employee,train
1,apple retail,train
1,worst company work,train
1,mixed,train
1,toxic work place,train
1,sdet,train
1,learning menial work,train
1,microsoft need start valuing career growth woman company,train
1,virtual csa prepared,train
2,microsoft would awesome inept middle management,train
2,datacenter technician,train
1,technology solution professional avoid like plague,train
2,dream company,train
1,recruiter,train
2,great company work,train
1,please reconsider accepting,train
2,ok,train
2,work hard make rate history,train
2,best company ever worked,train
1,account executive,train
2,product advisor,train
1,pathetic worklife balance,train
1,bad good either,train
2,senior solution architect,train
2,great company work easy get burnt,train
2,great place work,train
1,customer care representative,train
1,favoritism,train
2,good stuff great bad worrying,train
1,stay away american former u military guy never,train
1,demand,train
1,frozen middle hit refresh,train
2,used,train
2,company review,train
2,amazon review,train
1,best time worst time,train
1,toxic culture,train
1,great super great resume though,train
2,amazing experience work life balance,train
2,great,train
1,engineer,train
1,worst place work,train
1,enter entrylevel applicant run experienced careeroriented,train
1,worst culture poor management,train
2,awesome place work lot stress,train
2,best company start career,train
1,good company,train
2,2nd year apple,train
1,think long hard,train
2,teach good skill,train
2,google review,train
2,working apple dream working store leader nightmare,train
1,optomechanical design engineer,train
1,working environment,train
2,finance,train
2,decent yet chaotic,train
1,nicest worst moment life,train
2,amazon bangalore,train
2,love working company,train
1,druck,train
1,disappointed,train
2,interesting work capable people,train
1,epitomy mindless job,train
1,apple experience,train
1,seasonal fulfillment associate,train
1,inventory specialist,train
2,oceanliner still course correcting,train
1,terrible,train
1,immigration hostage,train
2,microsoft ok,train
2,customer focused expense employee,train
1,horrible,train
1,procurement manager,train
2,order picker,train
1,one 18000 gone kind ok,train
1,consumer service advisor,train
1,drink kool aid,train
2,account manager,train
1,run fast burger king treat better,train
1,treat young experienced talent tool,train
1,growing fast middle management poor,train
2,nicht schlecht wie immer dargestellt,train
1,finance manager,train
2,good worklife balance,train
1,good experience,train
1,sweatshop,train
1,associate 1,train
1,experience,train
2,excellent place work,train
1,good bad ugly,train
1,stowerscanner inbound,train
1,wharehouse worker,train
1,amazon,train
2,good company,train
1,microsoft service engineering,train
2,great colleague environment,train
1,started good,train
1,learned lot difficult work environment,train
2,try motivate show appreciation employee keep energy positive,train
2,work amazing,train
1,material handler,train
2,segment lead online partnership group,train
1,bilingual customer service,train
2,life hand stow,train
2,great atmosphere,train
2,good coworkers much pressure perform,train
2,great place start career,train
2,worklife balance,train
2,good hour excellent pay,train
1,think would like,train
1,zon,train
1,associate sorter,train
2,senior vendor manager,train
2,big,train
2,nice company,train
1,apple company die,train
2,great company work,train
2,best place worked far 8 year msft,train
2,good company culture good benefit,train
2,fulfillment associate position,train
1,poor experience,train
1,pyramid scheme sharing,train
1,expert,train
2,great potential need attention detail,train
2,software development engineer,train
2,good compromise recent graduate,train
2,amazing place huge opportunity impact humanity along great coworkers,train
1,worse job ever,train
2,challenging,train
2,home advisor,train
2,good,train
2,senior architect,train
2,program manager ii,train
1,amazon prime,train
2,better work environment,train
2,great pay hard work,train
1,worthy someone jobless,train
1,customer centric employeecentric,train
1,fulfillment center experience,train
2,applecare,train
2,great experience full growth first 2 year,train
2,great company load opportunity growth well horizontal movement,train
1,act employee feedback people manager w approval rating es 50 yoy manage,train
1,nevetheless,train
2,brand specialist,train
2,mostly good place work stack ranking really damaging,train
1,suit,train
1,software developer,train
1,microsoft gulf nice pleasant,train
1,technical program manager,train
2,great,train
1,adventure worth taking,train
1,company going transition get worse get better,train
2,apple,train
2,amazon job,train
1,ok job,train
2,bad parttime job,train
2,respect employee,train
1,discrimination religion,train
1,good customer employee,train
1,apple used,train
2,senior product manager,train
1,quote,train
2,average retail experience,train
2,best job long hour,train
1,mixed feeling,train
2,enjoyable,train
1,naja,train
2,exciting challenging company,train
1,good,train
1,hype smoke mirror substance longevity,train
2,depends group,train
1,horrible,train
1,amazon fulfillment center,train
1,order picker amazon aka slave laborer shakopee mn,train
1,business finanance manager world wide smsg service,train
1,smart people leave work competitor,train
1,nice company,train
2,support consultant,train
1,advisor,train
2,nice comp plan enough keep hooked,train
2,learning smart dedicated colleague,train
1,previous employee year,train
1,joined product intrigued customer internally engineer nothing short nightmare,train
2,exciting company,train
2,great company culture,train
1,research,train
1,ok job long term,train
1,run away far far away,train
1,utah call center netflix inc,train
2,welli mean warehouse,train
1,amazon,train
2,excellent place work,train
2,sale microsoft,train
1,heavy workload without much reward fulfillment center,train
1,recruiter,train
1,emeia finance need change,train
1,amazon trm ctc,train
2,great work environment,train
2,human resource,train
2,amazing experience amazon,train
1,political,train
1,changed year,train
1,worst place ever worked life,train
2,product manager window,train
2,senior support associate,train
2,great place learn grow,train
1,kindle division everyone fun,train
1,associate,train
2,great place learn grow make global impact customer,train
1,nightmare hiring,train
1,best place work time,train
1,suck felt like slave,train
1,sde,train
1,specialist,train
2,tough challenge rewarding work big google try get rid bureaucracy,train
1,glamour outsider know finally get,train
1,ok place,train
2,software engineer,train
1,working amazon nothing modern day slavery,train
1,sr manager,train
2,awesome company work,train
1,warehouse job,train
2,metric,train
2,keep good work,train
2,great large tech company good culture,train
1,treat employee almost bad customer,train
1,everything cool except salary,train
1,would tell bff worst enemy work,train
1,amazon place learn standard way build software,train
2,kiva ammnesty assosiate,train
1,long hour,train
1,worklife balance important place work,train
1,worth pay amount,train
1,good bad,train
2,great company work,train
2,learning coordinator,train
1,home advisor,train
2,quality work environment,train
2,epic,train
2,overall great exhausting place work,train
1,health safety manager america,train
1,great place learn grow career terrible long term employment,train
1,work get put time,train
2,competitive challenging,train
