summary,rating,Topic
Good to work,0,2
FT,1,1
Really hard work that can be rewarding,1,3
SDE1,1,3
Intern,1,1
Application Engineer,1,1
Reviews,1,2
Attracting but can't stay for too long,1,0
Warehouse,1,3
Shocking,0,1
Good to work over their,1,2
Amazon India is a good place to be. High growth.,1,3
"Great place to learn & grow, but expect long hours",1,2
Amazing place to Start One's Corporate Journey,1,2
operations and logistics,1,0
A good learning experience,1,2
"Challenging, Rewarding, Stressful - No coasting at this company",1,3
Great Experience,1,2
Abc,1,0
Receiver - Christmas Temp,0,2
Awesome work culture,1,3
Good,1,2
Associate,0,3
ICQA,1,3
Intern,1,1
Good experience,1,2
warehousing,0,1
fulfilment centre associate,1,3
Sweatshop,0,0
Good place to Work,1,2
Investigation Specialist,1,0
Amazon Review,1,1
Fraud Investigator,0,0
very monotonous work,0,1
Good,1,2
Nothing extraordinary,1,1
driver,0,0
catalog associate,1,3
everything depends on top of the categorz,0,3
Program Manager,1,2
Good,1,2
Operations Support Engineer,1,1
It's good to get exposure,1,3
Good Company,1,2
Mixed experience,0,0
Mixed experience,0,0
Financial analyst,1,3
Enjoying this job,1,1
HR manager,1,0
Learning Manager,1,2
customer service executive,1,1
Support Engineer,1,1
Review,1,1
Senior associate,1,2
awesome,1,0
Retail Associate,1,0
Excellent Work,1,2
"Fast paced, lots to learn",1,3
Hard but rewarding,1,3
TAM account,1,1
Data Engineer,1,0
Know what you're getting into,1,1
"Good When its good, horrible otherwise",1,3
Work Life,1,3
Trade Compliance Program Manager,1,2
customer support executive,1,1
"Great Work Life, Low Appraisals",1,3
SDE,1,2
Great company,1,3
Great place to work,1,3
Good company need to change a bit.,1,3
Excellent Company to work,1,2
Good for Workoholics!,1,2
good,1,2
Program Manager,1,2
"Catalog Associate, Content Reviewer",1,0
Good to learn only,1,3
Site Trainer - Lead,1,0
You really would not want to leave this company.,1,2
Manager,0,2
Feedback,1,1
Brand Specialist,1,3
Sr. Technical Program Manager,1,2
Not for you if you are passionate to learn new things,1,1
Good Culture,1,3
Product manager,1,2
Great Place to work,1,3
Good place to start your career.,1,2
Good,1,2
"Smart people, poor management",0,0
Great Learning experience,1,2
Process Associate at Amazon Development Center (India) Pvt Ltd,1,3
Okay,1,3
Popularity contest anyone?,1,0
Seller Support Associate,1,2
Seller Support Associate,1,2
Too good,1,2
Worst Management,0,1
Support Analyst review,1,1
process assistant,1,3
Good workplace with lots of promises,1,2
Financial Analyst,1,3
Most unappreciative workplace I have encountered,0,1
Go,1,0
"Great for dynamic, competitive people",1,3
"Amazon TAM, work hard but get paid peanuts",0,1
Great company to work for,1,3
Customer Service Associate,1,1
Amazing place,1,2
warehouse associate,1,3
"Work Hard, Have Fun, ####",1,3
Customer Service Associate,1,1
Looks good,1,0
TAM,0,1
Join Amazon to emerge tough,1,1
A Dynamic company to work for,1,1
Nice company,1,2
Good and beneficial,1,3
station supervioser,1,3
"Catalog associate, Senior Associate",1,3
Receiver,0,0
Amazon SDE,0,2
Average,1,1
Amazon,1,1
Amazon Chennai SDE,1,1
Amazon,1,1
Good experience,1,2
Its good,1,2
Customer Service Associate,1,1
"Manager, Risk Investigations",1,3
Great place to learn and grow but horrible management,1,3
Good to work,1,2
Team leader,1,1
Senior Instock Manager,1,2
A bit messy,1,3
Not for the faint of hearted but a very unique special to work in,1,3
Great place to grow,1,1
Awesome,1,0
amazon my first company,1,1
risk investigator,1,3
Great experience,1,2
Sales,1,0
Retail associate,1,0
Perfect,1,1
Salary,1,1
Working for seller support,0,2
alright,0,2
Work Life Balance,1,3
Sr Customer Service associate,1,1
SDEII,0,0
Catalog Associate,1,3
Good Place to Work,1,2
Its good experience to work at Amazon.,1,2
No respect for interns & employees,0,0
Cloud Support Engineers,1,1
AMZL review,1,0
Values Based Leadership,1,0
laborous job,0,1
Good Company to work,1,2
good,1,2
Amazon India review,1,1
"Smart colleagues, great connections, limited mobility",1,3
TRMS review,1,0
It completely depends in which team you work for.,1,0
Nice Place to Start,1,2
Amazon CPT needs leaders who live the Amazon values,0,1
Wonderful place to work but average place to learn,1,3
Good place to work and explore,1,2
Amazon warehouse,1,3
Work experience,1,2
okayish,1,0
Not recommended,0,0
You need to be strong enough to be a Customer Service Associate,1,3
Sr Finance analyst,1,0
Work,1,3
TRMS,1,0
You need to be strong enough to be a Customer Service Associate,1,3
It was an immense and over the top experience.,1,2
Nice place to work,1,2
Amazon - A place to grow,1,1
Adrenalin rush,1,0
"Good for customers, not for employees",0,2
Senior Catalog Quality Associate,1,2
A giant with blurred vision,1,0
Software development engineer I,1,1
I feel l happy to work with amazon,1,0
Job search,1,2
Work pressure,1,0
Amazon Summary,1,1
Catalog Associate at Amazon.in,1,3
Senior Solutions Architect,1,3
TPM,1,0
SDE-1,1,2
Fantastic experience,1,2
Customer service Kindle NA,1,0
TPM,1,0
worker,1,0
Good pay,1,3
Great Culture,1,3
A good to start your Career,1,2
Great place to work,1,3
"Awesome place to work, if you are in the right team!",1,1
Not for weak hearted,1,2
stressfull job,0,1
QA Internship,1,1
ab,1,0
CALL CENTRE,1,2
Team Lead,1,3
Process Training specialist,1,0
Bad cost performance,1,1
Good place to work,1,2
Great place to work,1,3
Amazonian,1,0
Good Experience,1,2
Good Experience,1,2
Awesome work culture,1,3
Tough,1,2
Good,1,2
Unhappy Employees making Happy Customers,1,0
Toxic company culture,0,3
Full of Politics - Peculiar culture refers to,0,3
Great Opportunity for those whose prime concern is just career and no personal life,1,2
SDE II,1,0
Great place to work,1,3
Quality assurance technician,1,2
Good experience but a long term career option,1,2
Good place to work,1,2
great place to work,1,3
Place for those who worship work,1,2
Good environment but less opportunities,1,3
decent company in BLR,1,0
Cool place to chill out and learn,1,3
Truth,1,1
Customer Service Associate,1,1
amazon is deceptive,1,0
Picker,1,1
GOOD COMPANY,1,2
Great company to start carrer,1,0
Amazon vUK,1,1
Work Culture,1,3
Average,1,1
Software engineer,1,1
Don't stay long...,0,0
Warehouse,1,3
3 years experience as Quality analyst,1,2
Intern Experience,1,1
Risk Analyst,1,3
"Great branding, not too great work culture",1,3
Excellent,1,2
order picker,1,1
Investigations specialist,0,3
A great place to progress your engineering skills!,1,2
Senior Lead food Specialist,1,0
Fast pace Company,1,2
excellent company to work,1,2
A trivial job for a fresher,1,1
Associate Partner Manager,0,2
technical voice support,1,0
Best Environment- with more poltics,0,2
Fast-paced and Innovative,1,3
"Valuable experience, but at what cost",0,3
Good only for a head start,0,2
Everything depends on which team are you,1,3
good experience,1,2
Nice company for high performer and for freshers,1,2
Product Manager,1,2
Best place to work with amazing talented ppl.,1,2
Great to learn,1,3
A beatiful place to work,1,3
awesome experience,1,0
Interview questions,1,0
Horrible place - I am ashamed to say that I ever worked here,0,3
Work,1,3
Amazon SDE salary,1,1
Fast paced environment with huge growth options. Not for mild hearted!!!,1,3
Need a new life,0,0
If you are desperate...,0,2
Great place to work with,1,3
amazing,1,2
Warehouse assistant,1,2
Area Manager Operations,1,2
Nice place to learn if you have the time,1,2
Management,1,0
Good place to work,1,2
SDE,1,2
Software Development Engineer,0,1
Team Lead - Fraud and Risk Management,1,0
Seller Support Associate,1,2
Amazon Interview for Seller Support,1,1
Good place,1,2
Software Development Engineer II,1,1
Amazon,0,1
Transaction Risk investigator,1,3
Good place to work,1,2
Terrible experience,1,2
Good for people who like managing people,1,3
Intern,1,1
best place to work,1,2
associate,1,3
Quality Assurance Manager,1,2
employee friendly company,1,3
Over qualified people recruited for BPO Job,0,0
Working at Amazon,1,0
best company,1,2
Transaction Risk investigator,1,3
Good place to work,1,2
Not worth it,0,3
QAE,1,1
Good,1,2
Amazon India,1,3
Not to great. Not to bad.,1,3
"Senior Catalog Associate, German",1,3
experience at amazon,1,2
Packer,1,0
Complain,1,3
Not bad,1,3
Catalog Specialist,1,3
Great place to work hard,1,3
Risk Investigator - ARI,0,3
"Overtime, Overtime and Overtime.",0,3
Excelent work environment,1,3
More like a startup with real responsibilties,1,0
All my worries about the company came true,0,0
More of a propagandize than real something.,1,0
"packer, picker",0,0
Job Review,1,1
Really good,1,3
Great work for smart & strong engineers!,1,3
Amazing Amazon,1,2
Don't bother stay at home works out cheaper,0,3
Not very good,1,2
staff,1,0
Less Salary Paid,1,2
Amazing,1,2
The best,1,2
nice co.,1,2
It's all about the leadership principles.,1,0
Too much pressure for the role of customer service agent,1,1
A good place to grow,1,2
Brilliant. Great Company,1,1
Very Good,1,2
It's one of the best companies to work with,1,2
Very good title !,1,0
"Good company, learned a lot",1,3
Best,1,2
Amazon - a mixed bag,1,0
good,1,2
Customer Service Associate,1,1
A year at Amazon,1,2
Work-Life Balance,1,3
Amazing Amazon,1,2
Quality assurance engineer,1,2
Good for starting career in IT,0,2
Program/account Manager,1,2
Program/account Manager,1,2
Good company to work with,1,2
Talented people,1,3
Be attentive before chosing a process,1,3
One of the places to work in during one's career,1,2
Previous employer,1,2
love to work here,1,1
Data Engineer,1,0
CSA,1,0
Nice Experience overall.,1,2
Full time night shift,1,3
The Best Place to worK,1,2
Great company but not for everyone,1,3
Catalogue Associate,1,3
Amazon TRMS,1,0
Satisfactory,1,1
"Great Company to Work for, Open culture",1,3
Worst work environment,0,3
Flexibility and Home Office,1,3
"Good company, challenging environment!",1,3
intern,1,1
Impossible,0,0
Sr. Program manager,1,2
Not what I was expecting,0,3
The culture differs from team to team!,0,1
Team lead/ manager,0,3
VCM Associate,1,3
classic call center,0,2
Not for everyone,1,0
Nice place to work!,1,2
Tough but worth,1,3
Ok place to work for,1,3
Constantly Building Software,1,2
I was a QAE in Amazon,1,1
good place for beginners,1,2
Software Engineer,1,1
A very good company,1,2
One of the best place to work,1,2
Good place to work,1,2
"I'm a professional walker,Walking 7.5 hours a day with two 30 min Breaks.",1,2
I wouldn't,1,3
QA,1,1
support enginner,1,1
fraud analyst,1,0
Brilliant,1,1
as a software engineer for four years,0,1
Receiver,1,0
Dynamic and forever changing,1,2
Be careful what you wish for,0,0
My experience in Amazon,1,2
My experience in Amazon,1,2
Wonderful career place,1,2
Stower,1,0
Salary,1,1
Best place to work on,1,2
Time at Amazon,1,2
It was a terrible existence bunch of bullys trying to make you feel small they're motto safety first Lies,0,0
Manager,1,2
Work,1,3
Mixed Feelings,1,0
customer service associate,0,1
Software Development Engineer,0,1
Good place to work,1,2
Middle managers are plague,1,3
SDE,1,2
IT Tech,1,1
Good place to work,1,2
Transaction risk investigator,1,3
Associate Vvendor Manager,1,2
Marketing,1,2
Marketing,1,2
Good org,1,0
Hell hole,0,1
No respect for Employees,0,0
Good to work,1,2
Amazon,1,1
Depnds on your team,1,1
Greate place for Learn,1,3
Immense opportunity at some cost,1,2
senior subject matter expert,0,2
System engineer,1,1
Transaction risk investigator,0,3
not to bad,1,3
Would advice to join here as the last resort,1,3
Amazon India,1,3
Amazon EU,1,0
Good First Experience,1,2
"Great company, poor management",1,0
Avoid,0,1
poor opportunities,0,0
i like to work in amazon,1,3
Associate,1,3
senior web developer,1,1
Warehouse Operative,1,3
NDE,1,0
Software Development Engineer,1,1
Good place to work and learn (very fast),1,3
QAE,1,1
Place to learn,1,3
Perfect place for passionate,1,1
Stress can be another word for Amazon,1,0
"Great time, great people, shame about slow progression",1,0
OUTBOUND PICKER,1,0
transaction risk investigator,1,3
IT Technician,1,0
Overall would recommend,1,2
job life at amazon,1,1
It was a complete pleasure to work for this company. Everyone helped me along the way when I didn't know what to do,1,1
Nice,1,2
Great place to work - Compensation needs improvement,1,3
Good company to work for,1,2
job life at amazon,1,1
short title,1,0
HRBP,0,0
Awesome,1,0
Excellent,1,2
Working hours,1,2
Technical Account Management,1,3
Lucky- if you are in a good team,0,0
Exceeds Expectations,1,0
GOOD for starters,1,0
Amazing,1,2
Overworked underpaid,0,0
good,1,2
Excellent,1,2
1 star because you can't give it negative stars on the system,0,0
Amazing Company,1,2
Cs,1,0
Enjoy working at Amazon,1,3
good,1,2
good,1,2
Innovation everyday,1,1
Depends on your Luck,1,0
Catalogue associate,1,3
"Fast-pace, smart people, fun workplace, excellent growth",1,2
Overall good company for freshers,1,2
KYC Investigator,1,0
Its good,1,2
Good if you are ok with night shifts,1,3
Continuous learning,1,0
i give 2 star,0,3
Assisstant,1,0
CSA,0,0
Great Passtime for the xmas period.,1,2
could be worse... i guess,1,2
Satisfied,1,0
Fun place to work,1,3
Trap for people that think they could advance,0,3
Seller Support,1,2
Customer Associate,1,1
Stock,1,2
Intern at Kindle team,0,1
Amazon,1,1
"Work hard, have fun, make history.",1,1
Good Company to work,1,2
operations manager,1,2
it's just the technician role,0,0
Perfectly suits,1,2
Amazon CS Ireland,1,0
SDET,1,0
Poor Life Work Balance,1,3
Have Fun. Work Hard.,1,3
Unorganized & Unprofessional. Doesn't understand work life balance.,0,3
HR admin,0,0
Ok Ok,1,1
SDEII II,1,0
yuk yuk yuk,0,0
Picker,1,1
check,1,1
Amazon,1,1
support enginner,1,1
large company,1,0
anonim,0,0
Good,1,2
Terrible Experience at AWS UK,0,2
AWS rocks.,1,1
Great company,1,3
No more than 2 years,0,1
Work hard. Work more hard. Make history.,1,1
Intern,1,1
line manager,1,1
working with amazon,1,0
Transaction Risk Investigator,1,3
Good company to work for,1,2
Warehouse Associate,1,3
Challenging and full of learning,1,2
Cloud Support,1,1
Great place to learn but not to settle,1,3
Amazon,1,1
Warehuse Operative,0,3
warehouse associate,1,3
Good company,1,2
"Great company, very US centric",1,1
Hard work that never stops,1,1
picker,0,1
good,1,2
nice place to learn,1,3
Good company,1,2
Amazon Costumer service---TRMS department,1,0
Great place to learn new things,1,3
Employee friendly Company,1,3
The average tenure for an Amazon employee is 9 to 12 months...,0,1
Amazon Bangalore Intern Experience,1,1
Work hard Have fun Make History,1,1
Cheap company,0,0
Software Development Engineer,0,1
Salary,1,1
Retail,0,0
Great Place to Learn But not have Fun,1,3
MBA Program,0,2
Review,1,1
Learning from smart and dedicated colleagues,1,2
Best Place to work with.,0,2
customer service,0,1
goiod,1,0
Good company to start your career,1,2
Good place to work for fresher,1,2
Software engineer,1,1
Manager Operations,0,2
catalog,1,3
catalog,1,3
Amazon Logistics,1,0
Unappreciative workplace,0,1
Its Fine,1,1
Job,1,1
Really good offer,1,1
Amazon CS,1,0
Good experience,1,2
Senior Manager,1,2
good place,1,2
amazing company to work at,1,2
Good,1,2
Account Manager,0,3
good atmosphere,0,3
Fast Paced Enviornment,1,3
Great Company to work with.,1,3
Support Specialist,1,1
A decent to place to work - turining it good depends on the hands of the management,1,2
Risk Analyst,1,3
Support Engineer - 3,1,1
Awesome ride,1,3
Healthy Company,1,3
Amazing place to learn and grow!!,1,3
Overall a great work place,1,2
Customer service,1,1
Not all its cracked up to be,0,0
Welcome to the Meat Grinder - Join with your eyes open!,0,1
50-50,1,1
technical support,1,2
Amazon work culture,1,3
Software Developer,1,1
software development engineer,1,1
Get your Details Sorted,0,0
Experience,1,2
Fraud analyst,1,0
Good environment to work with,1,3
Good working experience,1,2
Great opportunity,1,3
Not so amazing,1,2
Hyderabad Finance related team experience,1,1
Hyderabad Finance related team experience,1,1
Quite long but exciting,1,1
IT Engineer,1,1
Worst Place,0,1
Risk investigator review,1,3
Don't bother,0,3
Good,1,2
Burn People Fast,1,3
Poor work/life balance,1,3
Not so great so far,0,2
ITs Ok,1,1
Awesome Work experience,1,2
"Was an excellent company to be with, but not anymore.",1,2
Good learning Environment,1,2
Seller support associate,1,2
Manager,1,2
good company,1,2
Amazon :),1,1
WORK @ AMAZON,1,1
Senior Quality Analyst,1,2
SDE,1,2
A place where builders can build,1,3
AWS - More like an IT department of Amazon than an IT company,0,2
Chaotic growth,1,3
Quality Associate,1,2
internship,1,3
AWS,1,2
Risk Investigator,0,3
Typical internet company makes people busy and control cost tightly,1,0
Not for long!,0,2
Great place to work but its losing its culture,1,3
Work Style,1,0
Best company to work with,1,2
Awesome Amazon,1,0
Outstanding and desirable firm,1,3
Typical internet company makes people busy and control cost tightly,1,0
CSA,1,0
Amazon E-Commerce,1,0
Good place to work,1,2
Support Engineer,1,1
Great Place !!,1,3
SDE,1,2
Great Place to Learn,1,3
Fast growing but competitive,1,3
It's a different thing at Amazon CN,1,0
"AWS is an extremely innovative company, I've really enjoyed working here and with my customers",1,3
okay company,1,3
Workaholism or Burnout,0,3
Work,1,3
Bad work life balance,1,3
Bad work life balance,1,3
Decent place for freshers to start off,1,2
Content Developer,1,0
Analyst,1,3
Good company for freshers,1,2
SPM,1,0
It's not for everyone.,1,0
Device Associate,1,3
Catalog associate,1,3
Area Manager,0,0
a day in the life of a temp,1,3
Good pay for the start but tiring job,0,1
Suprised for good,1,2
CSA,1,0
warehouse supervisor,1,0
Terrible direction,0,0
Mixed feelings !!!,1,0
Nice Headquarter in Ireland Cork,1,0
SDE,1,2
Awesome Company,1,0
Worst management,0,1
Pretty cool !!,1,2
Amazon,1,1
Amazon in Bangalore,1,1
Amazon as an Employer,1,2
Senior Vendor Manager,1,2
Awesome Place to work,1,3
System enginner,0,1
good place,0,2
Assistant,1,2
Great environment with a lot potential,1,3
good job,1,1
Tell me what you brag about and Ill tell you what you lack.,0,0
Awesome Place to work,1,3
Working at Amazon,1,0
Work Culture,1,3
Awesome Work environment,1,3
Awesome package.,1,3
It's a great experience working here,1,0
Sr. Catalog Content Analyst,1,0
AR analyst,1,1
A shocking experience,0,1
Poor work life balance,1,3
Best place to go for talented people,0,3
"Great Company, but you if you want to succeed you will have to pace yourself",1,2
TRMS investigator specialist 1,1,0
customer service executive,1,1
Ruthless managers and unfriendly coworkers,0,3
A few about Amazon,0,1
working conditions,1,1
Experience,1,2
TRANSACTION RISK INVESTIGATOR,1,3
Good role,1,1
Good place to gain experience,1,2
Fantastic place to work,1,2
Seller Support,1,2
Definitely fast-paced and stressful with fun as compensation,1,3
Lots of scale related challenges and smart people trying to solve them,1,1
SDE at Amazon,1,2
honest review,1,1
Area Manager,1,0
Great place to work..!!,1,3
SDE at Amazon,1,2
Amazon Poznan,1,1
It's always day-1 at Amazon :),1,3
a 5 year Amazonian,1,0
Avoid Kindle,0,0
Work Hard Have Fun!,1,3
Great Starter job,1,3
Summer Internship,0,3
Great Company,1,3
The Best,1,2
It's good company but if you have good bosses....,0,3
Decent Pay. Decent Work.,1,0
Good Company To work For.,1,2
AWS,1,2
Functional Analyst,1,0
Good place to learn,1,3
High pressure,1,0
"it is the best one. i find it,it provides good facilities to each employees.",1,2
"it is the best one. i find it,it provides good facilities to each employees.",1,2
It sucks to be reporting to fresher from IIMs n top BSchools with no team handling experience n take biased decisions.,0,1
Euk5,1,0
Worked for more than 6 nd half years,1,1
Operations Manager,1,2
Good place to work,1,2
Fanastic,1,0
Mixed Feelings,1,0
Good place to be in with long working hours,1,2
SDET,1,0
QAE,0,1
Transaction Risk Investigator,1,3
service developer,1,1
Go to Amazon for money & forget personal life..,1,1
Operations Manager,1,2
good company,1,2
Working Environment,1,3
Stay away,1,1
Tech Support Analyst,1,1
good,1,2
Catalog Associate,1,3
Great place to work and the colleagues you get to work with are equally fun loving and the atmosphere here is good,1,3
good place to work,1,2
massive workload,1,0
FInancial Analyst,1,3
Great,1,3
good place to work,1,2
Neither Good nor Bad. Customer Service. Hyderabad location.,1,1
No,1,0
"Lots of learning, but very little work life balance",1,3
Program Manager,1,2
FInancial Analyst,1,3
Different for different teams,1,0
The NYT article is true,1,0
Senior Device Associate,1,3
Catalog Associate,1,3
Working hours,1,2
Area manager,0,0
"Nice place to work, bad place to stay on.",1,3
okay,1,3
Investigation Specialist,1,0
great company to work with,1,3
Interview,1,0
Best Company,1,2
Trms,0,0
Amazon.in,1,1
SDE,1,2
Pebbles inside jewel box,1,0
Gr8,1,0
Great work culture,1,3
"A wonderful company to work , less work basically good profile for non technical people.",1,2
Amazon.com,1,0
Software Engineer,1,1
Love working at Amazon,1,1
Recruiter,1,2
SDE Intern,1,2
Death of creativity,0,3
you have to be a hard worker or dont apply!,1,0
Customer service associate,1,1
Sr. Customer Service Associate,1,1
Sr. Customer Service Associate,1,1
Account manager Fba,1,1
you can advance---as long as your boss likes you,0,2
Generally positive for the short term,1,2
Working for the No.1 e-commerce,0,0
Great place to start your career,1,2
Experience,1,2
Great place to work,1,3
"Good Job, major changes tho",1,0
Great place for Tech mindset people,1,3
Software Development Engineer-Intern,1,1
amazon amazon,1,1
Good for freshers,0,2
Benefits,1,3
Good Workplace,1,2
Great to learn new things but really time demanding,1,3
Okay place with less growth,1,3
it engineer,1,1
Best company ever,1,2
Work Hard. Have Fun. Make History,1,1
Review,1,1
Great place to work,1,3
Work Hard,1,1
The same as every other company,0,3
Business Development and more,1,2
Good Company to work but expect to work hard,1,1
Cloud Support Engineer 2,1,1
sales,1,0
Not a bad place,1,3
Amazing place for Dedicated People,1,2
Good,1,2
Mediocre difficulty,1,1
Catalog specialist(Senior Process Associate),1,3
Amazon Area Manager,1,0
Instructional designer,1,0
Good,1,2
Cool,1,3
It is an good circle start my carrier from here,1,2
Facilities Manager,1,2
Great work-life balance !,1,3
Excellent,1,2
Senior software engineer,1,1
Amazon intern experience,1,1
Operations Manager,1,2
Loving it as of now,1,1
Anonymus,1,0
A nice company,1,2
Amazon,1,1
Great learning experience and an opportunity to test your potential,1,2
Fulfillment Centre isolation - stay away,0,2
job overlook,1,1
Very good culture,1,3
"It is a beautiful place to work where you do not have colleagues, you have friends.",1,2
Sales Consultant,1,0
data center,1,0
A company that over-complicates itself and its employees,0,0
seller Integration Project manager,1,0
Very nice job and nice people,1,2
Great experience,1,2
Good,1,2
Good,1,2
Fast Paced and Development Opportunities,1,3
Excellent colleagues,1,3
It's good,1,2
Technical account management,1,3
Too hectic and workaholic company,1,3
Review,1,1
Ok,1,1
Customer Obsessed,1,1
work experience,1,2
Not as bad as NYT article,1,0
Dream Company,1,3
sdeII,1,0
Monotonous,1,1
A good place to learn,1,3
Too bad glassdoor doesn't allow you to give 0-stars,0,0
Think before you jump in,0,0
Poor career opportunities,1,0
Growth Stage,0,1
Awesome,1,0
Excellent company to work for.,1,2
Senior Accounts Payable Analyst,1,2
Digital CSA ORK1,0,0
Warehouse operative,0,3
Great opportunities if the culture suits you,1,3
Could be Better,1,2
Great place,1,3
Working at amazon,1,0
Graduate Area Manager,1,3
A great place to work,1,3
A great place to work,1,3
Cloud Support Engineer,1,1
Good working environment,1,3
Amazon,1,1
GOOD BUT,1,2
Rewarding Experience,1,3
It can be a lot better company,0,3
Completely disfunctional Shared Services Center,0,0
lots of new things to learn but no time for it,1,2
Great place to work,1,3
Manager Software Development,1,1
Know about Amazon.com,1,1
Transport Planner,1,0
Manager,1,2
Culture Disconnect,1,1
Always an awesome company to work :),1,3
"Amazon, Hyderabad",1,1
Very less pay,1,3
do not recomend,0,0
SDE 1,1,2
Flawed System,0,1
Operation Engineer,1,2
Favoritism and Politics,0,1
Good,1,2
Vendor Manager CCLDP,0,0
RETAIL ASSOCIATE,1,0
Intern at Amazon,1,1
"Crazy pace, great experience, failure is common",1,0
Software Development Engineer Intern,1,1
financial analyst,1,3
"Amazing peers, awesome culture!",1,3
Very Satisfying envioronment.,1,3
Worst culture ever,0,1
Worst Place I Have Ever Worked,0,1
Forum Specialist,1,0
Catalog Specialist/Team lead,1,3
"Nothing to brag about, or complain about",1,2
Customer obsessed but employee unfriendly company,0,0
Operatorom mamager,1,0
company review,1,1
No Learnings and menial work,0,3
ok ok,1,1
WOrking in amazon,1,0
Graduate,1,3
Workin environment,1,2
no what I expected,0,0
shipping sorter,1,1
Like working,1,3
roller coaster ride,1,0
Good work place,1,2
Good work place,1,2
Project Manager,1,0
Amazing amazon but beware...,1,1
Good at first stressfull afterwards,1,1
Good opportunity to earn,1,1
Test engineer,1,1
Good overall experience,1,2
Company review,1,1
Engineering in Amazon Dublin.,1,1
SDE,1,2
BA Role,1,1
Good company,1,2
interesting and highly competitive job environment,1,3
Awesome environment to work,1,3
teaches u to lead at all levels,1,3
"Smart People, Challenging Work, Good Pay",1,3
"Great workplace, but minimum wages",1,3
Associate,1,3
customer care voice,1,0
Amazon,1,1
Excellent company to work,1,2
Cloud Support Associate,1,1
customer service,1,1
Review,1,1
Good company with lots of opportunities,1,3
Solid employer,1,3
Amazing company to work with,1,2
Amazon LOCAL,0,0
Great environment,1,3
Program manager,1,2
job life of amazon,1,1
Overall some learning experience,0,2
Amazon Labs,1,1
Great place to learn e-com,1,3
Great facilities,1,2
Content Quality Analyst,1,0
Amazon TRMS ctc,0,0
Amazon review,1,1
Great company to work for.,1,3
Don't be fooled by the salary,0,0
Don't be fooled by the salary,0,0
Software develop engineer,1,1
Seller Support Associate,1,2
area manager,1,0
Working in amazon,0,0
Great place to work!,1,3
You learn great skills but not somewhere to stay long term,1,2
A great company to work for!,1,3
Project Manager,1,0
good,1,2
ok,0,1
Very good company for all jobsekers,1,2
Customer Service Associate,1,1
Good.,1,2
Telecaller,1,3
Marketplace Manager,0,1
Great Place to learn and work,1,3
Customer service associate,1,1
Ok!,1,1
Amazon - transcriber Work experience,1,2
Hard worker,1,0
Product compliance(Hazardous Materials),1,2
Recruiting Lead,1,0
B,1,0
Great place to work,1,3
Superb company with good culture,1,0
It was a good start for me,1,2
Challenging for the good,1,3
Great Employer to work for,1,2
#achha kiya jo galti kiya,0,0
Ace,1,0
Be prepared,0,3
Good company for valuable experince,1,3
Good Employer with high expectation and some cons which need improvement,1,0
Amazon Customer Representative,1,1
Good and Young company but ..,1,3
Sr Finance Analyst,1,0
SDE II,1,0
Love/Hate relationship with this company,1,2
Awesome company and peaceful environment,1,0
Amazon - A place to jumpstart your career,1,2
SDET,1,0
Instock manager,1,2
"Good learning curve, fewer career opportunities",1,3
seller support associate,1,2
good place to work,1,2
SDE2,1,1
Senior Device Associate,1,3
Great company to work,1,3
Software Development Engineer,1,1
Software Development Engineer,1,1
Exciting place to be but limited leadership,1,3
Retail Business Services,1,0
Great Experience,1,2
Software Engineer,1,1
Business Development Manager,1,2
Program Manager,1,2
True insides from an Amazonian,1,0
"Nice people, good company!",1,2
FC Associate,1,3
Program Manager - Amazon Logistics,1,2
excellent,1,2
Manager,1,2
Customer Services,0,0
SDE Interview,1,0
Best Company to work if you have 5 years exp,1,1
Huge disappointment,0,0
Quality Auditor,1,0
"Awful experience, too many metrics and impossible to return to the company not even for a part time",0,0
teaches you good skills,1,2
Quality Auditor,1,0
Catalog Asscoaite,1,3
Mixed bag,1,0
Software development engineer,1,1
amazon sde,1,2
Don,0,3
amazon=fun,1,3
Delivery demand outways company principes,1,2
All depends on manager/team,1,3
It has a good working environment,1,3
Good work opportunities,1,3
Great employer for every one to work for,1,2
awesome,1,0
area manager,1,0
A strong development and learning opportunity,1,3
To all those who want ti have fun with a good industrial experience,1,0
Don't work here if you want work life balance,0,3
warehouse and IT supporting,1,1
Great Salary- Horrible company to work for,0,3
Work Place,1,3
Account Manager,1,3
Work at amazon as QAT,1,2
Great Place,1,3
ADX department - Not so challenging,1,0
"Good place to work, the culture is an informal one.",0,3
working in Amazon,1,0
Review,1,1
Awesome Culture to Work in!,1,3
Average experience,1,1
Packing,1,0
Amazon India Business Analyst Review,1,3
Customer Obsessed,1,1
Boring.,1,0
Average experience,1,1
Awesome learning and exposure.,1,3
Make a huge difference and work with great people,1,1
Horrible Management,0,3
Good,1,2
Only as a last resort,0,3
Review of Amazon,1,1
outstanding,1,3
cool place to work,1,3
Review,1,1
Good for short term,0,2
Manager,0,2
customer services,1,0
Catalog Associate,1,3
Senior Financial Analyst,1,3
Project Intern,1,0
Best Software Technology company in Chennai,1,1
"Interesting people, bad processes",1,3
Scientist,1,0
Not all teams are good,1,0
Abysmal,0,0
Chaotic and oppressive,0,3
Perfect mix of the agility of a start-up and support from a big corporation.,1,0
Under-employed,1,2
support engineer,1,1
SDE,1,2
Supply chain,1,2
Seller Support Associate,1,2
amazon the best,1,2
