review,rating,split
Best company to work for,positive,train
Great company,positive,train
Great engineers but bad executive management,negative,train
Don't make the same mistake I did,negative,train
Amazon Fulltime Pick Associate,negative,train
Okay Company,negative,train
Technology Solutions Professional,negative,train
AAS,positive,train
Time for a Change,positive,train
Benefits need improvement,negative,train
Amazon Puts Employees Last,negative,train
Zufrieden,positive,train
The best employer I've ever had,positive,train
WiFi Systems Software Engineer,positive,train
Too political and lack of diversity,negative,train
Fantastic company,positive,train
Hostile Work Environment,negative,train
good culture is fading away,negative,train
Compensation Operations Specialist,positive,train
Worst Company Ever,negative,train
Interesting work challenges that rewards bad behavior,negative,train
Customer Service,positive,train
Consistent Work and a Good Opportunity at Amazon,positive,train
Sr Account Delivery Exeutive,negative,train
"Very fulfilling for them, not you",negative,train
"Great, challenging and professionel competent place to work with good benefits and lots of flexibility",positive,train
good,negative,train
Sr. Recruiter,negative,train
Sales - Account Management,positive,train
Great Company,positive,train
"Sexism at work, old code, boring work",negative,train
Enjoyed my year so far!,positive,train
Investigation specialist,negative,train
Amazing culture and executive leadership,positive,train
Great company,positive,train
Has its ups and downs,positive,train
AHA College Program,negative,train
Don't be woo'd by the brand,negative,train
Hard to Move Up,negative,train
Awesome job,positive,train
A challenging and fast paced environment,positive,train
Google 2015 = Microsoft 2005,negative,train
Product Advisor,positive,train
A company full of resources,positive,train
fullfillment associate/packing,negative,train
Great to start but not a career,positive,train
Favouritism and zero support,negative,train
Awesome people,positive,train
"Great work life balance, good pay, bureaucracy",positive,train
A horrible place full of politics,negative,train
Not a job for a person with a family,negative,train
Good organisation not very well executed,positive,train
Great company,positive,train
Terrible organization,negative,train
Amazon,negative,train
Support Engineer II,negative,train
Love working at Amazon,positive,train
NO JOB SECURITY!!!,negative,train
Specialist,positive,train
Run from this place as fast as you can,negative,train
Program Manager,positive,train
Tier 3 and below,negative,train
Great people,negative,train
Do yourself a favor and avoid Inside Sales Dublin,negative,train
At Home Advisor,negative,train
Exciting but draining,positive,train
Operations,negative,train
Top company and employer,positive,train
One down side.,positive,train
Read and believe the negative reviews. I aged ten years in one year... avoid at all costs!!!,negative,train
Great place to work,positive,train
It's A Lie,negative,train
Horrible place to work,negative,train
Engieering Program Manager,positive,train
AWS is a great place to work in Australia!,positive,train
Genius,positive,train
"Open, Connected, & Diverse",positive,train
My Experience as an Employee,positive,train
Tough Place to Work,negative,train
fullfillment center,negative,train
Impossible,negative,train
Good place to work but not much work to do,positive,train
Politics galore! Not for the faint of heart,negative,train
Not for a person with brains and no warehouse skills,negative,train
IS&T in general,negative,train
"Incredible company, horrible retail management.",negative,train
Good experiences but don't get into all perks,positive,train
Warehouse Associate,negative,train
Amazing workplace,positive,train
working experience,positive,train
slow career and bad management,negative,train
Good,positive,train
Fullfillment associate,positive,train
Good but getting worse,positive,train
Great place to work,positive,train
Design researcher,negative,train
Program Manager,positive,train
Workplace bullying,negative,train
"Easy, repetitive job that anyone can do with weekly pay. Hard Labor.",positive,train
"Sucks the life out of you. Get the Amazon stamp, then leave. Period.",negative,train
Huge company that moves fast,positive,train
OK to work but not for long,negative,train
Regional Marketing Consultant,positive,train
Intern review,positive,train
My experience,positive,train
Intern,positive,train
"Talent colleagues, terrible work life balance and some very incompetent managers",negative,train
Toller Nebenjob f¨¹r Studenten,positive,train
Amazon Retail Germany Munich,positive,train
SDE,negative,train
Great place to work,positive,train
CAE1 associate,negative,train
Great place to work!,positive,train
Senior Paralegal/Contract Manager,positive,train
Eh,negative,train
General manager,negative,train
Microsoft review,positive,train
Amazon BWI2,positive,train
Sr. Manager- Product Management,positive,train
A massive startup,positive,train
A great place for freshers,positive,train
bloated spoiled toddler with ADHD,negative,train
Warehouse associate,positive,train
Worst place i've work in 25+ year career,negative,train
It's regarding the job post as application engineer role in Microsoft Hyderabad India and trust me it's worth the role.,positive,train
"A fun and exciting place to work in the early days, now a bureaucratic, inefficent, and bloated company",negative,train
"Catalog associate, Senior Associate",positive,train
Very high attrition rate in Irish Office,negative,train
Family Room Specialist,positive,train
Deeply regret the precious years of my life that I lost working at Microsoft,negative,train
A good team makes all the difference,positive,train
Amazon work from home,positive,train
Amazon,positive,train
"Over-Promised, Under-Delivered",negative,train
mturk 2018,negative,train
Software Development Engineer II,negative,train
Miserable,negative,train
n,negative,train
FC Associate,negative,train
Amazon is a trap.,negative,train
Amazing place to work - Incredible talent and exciting growth,positive,train
Good place to learn and kick-start your career,positive,train
Grueling job with unrealistic goals.,negative,train
"Different, in a good way.",positive,train
Love it here,positive,train
"Great Company, Could be Better",positive,train
"Great company, underwhelming group",negative,train
Good Company,positive,train
An,negative,train
Great Engineers - Bad Managers,positive,train
One of the best places to work,positive,train
good,positive,train
ughh,negative,train
Sortation Associate,positive,train
Senior software engineer,positive,train
Review,positive,train
Good training place,negative,train
Sr. Vendor Manager,positive,train
Software development engineer,positive,train
"Micromanage breaks, but no supervisors to be found on the floor during production.",negative,train
Solid company to work for. Great products but lacking innovation.,positive,train
"No place is perfect, but I love it here. Full stop.",positive,train
Best place to work if you believe in yourself !,positive,train
They ,negative,train
Loadout,negative,train
microsoft,positive,train
Unfair treatment of hard workers.,negative,train
Package handler,negative,train
Business Market Specialist,negative,train
TRMS Transaction Risk Investigator,negative,train
Worst Place I Have Ever Worked,negative,train
If you have a REAL (not a call center) job at Apple it is Awesome!! Worked both clear difference!!,positive,train
Burnout City,negative,train
Horrible Soul less place to work,negative,train
Good as can be FC,positive,train
Avoid amazon as a serious player in employment opportunities.,negative,train
easy work,positive,train
"Great workplace, excellent colleagues , great challenges",positive,train
Challenging but stressful,positive,train
"Great place, if you fit the mold.",positive,train
A good company to start your career,positive,train
Mixed,positive,train
Reconsider,negative,train
"Was Great , Now Horrible. I worked in corporate there for 5 yrs",negative,train
Genius Admin,positive,train
Great place to work,positive,train
Amazon,negative,train
Customer Services,negative,train
you can advance---as long as your boss likes you,negative,train
Work here only if you're type A and play to win at all costs,negative,train
A company with oppotunities,positive,train
Engineer,positive,train
CN Area,negative,train
"A great, but incredibly frustrating, learning experience",negative,train
Some adventures are not worth taking,negative,train
Virtual Call Center CSA,negative,train
Picker and shipper,positive,train
Work/Life Balance=100% Work,negative,train
Senior Investigator Specialist,positive,train
Its okay,positive,train
Great Pay - Terrible crippling politics,negative,train
Inside Sales Account Manager,positive,train
Slave-labor.,negative,train
Nice Company,positive,train
Fulfilment Associate,negative,train
Genius Administrator,negative,train
Old good company with potentially brigh future under good managment,positive,train
life changing experience,positive,train
Recruiter - WW Operations,negative,train
Going downhill,negative,train
Level 66,negative,train
HR Business Partner,negative,train
Loads of Work Little Appreciation,positive,train
Online Support,positive,train
"Imperfect, But Always Trying to Improve",positive,train
Technical Recruiter,positive,train
the culture is changing,negative,train
technology,negative,train
Politics killed it for me,negative,train
Company in transition,positive,train
Lots of opportunities,positive,train
"Was great company, lost direction in recent years",positive,train
Depends on your manager,negative,train
Job expectations,positive,train
Nice place to work,positive,train
MCS view,positive,train
chance for improvement.,negative,train
People don't waste their time on process here.,positive,train
A fun working environment,positive,train
data analyst,negative,train
AHA Not All It's Cracked Up To Be,negative,train
Will fire you for being 2 minutes late.,negative,train
Can't complain,positive,train
Sr. Program Manager,positive,train
very bad work place,negative,train
Wonderful work experience,positive,train
Unorganized & Unprofessional. Doesn't understand work life balance.,negative,train
Sales team leader,positive,train
Amazon Software Engineer Interview,positive,train
Recruiter,positive,train
Manager - Risk Investigation - TRMS,negative,train
Fantastic,positive,train
Lead,negative,train
It's not ,negative,train
The truth about amazon,positive,train
Software engineer,positive,train
Good if you know what you're signing up for,positive,train
Being a Student Ambassador is pretty cool!,positive,train
challenging in a good and bad way,positive,train
Tier 1,positive,train
Red zone specialist,positive,train
n,negative,train
difficult,positive,train
No work life balance,negative,train
"Good retail job, don't expect any upward movement though",positive,train
Wouldn't recommend,negative,train
Great company to work at,positive,train
Worst management,negative,train
Stower,negative,train
Order picker,positive,train
DBS caution,negative,train
Great company,positive,train
awesome,positive,train
Shadow of former self - still better than most,positive,train
Awesome place to work,positive,train
No chances of becoming a manager,positive,train
depression.,negative,train
Fulfillment Associate,positive,train
Find another job,negative,train
Toxic Work Environment,negative,train
can be good,negative,train
This company has changed a lot over time,negative,train
"Bad experience, but very team-dependent",negative,train
Biggest waste of time,negative,train
Specialist,positive,train
"Decent salary, no room for growth.",positive,train
nice environment,positive,train
Good,positive,train
Worst company ever,negative,train
Misled,negative,train
Awesome place to work,positive,train
Sales,positive,train
Microsoft,positive,train
I love Microsoft.,positive,train
Working withe 'Microsoft' is always an enriching experience,negative,train
Great company culture,positive,train
Still Day One @ Amazon,positive,train
"Great experience! Very physically rewarding, kept me on my toes!",positive,train
xyz,positive,train
Awesome place to work for many years,positive,train
A place where you can learn about many different technology areas.,positive,train
Data associate,positive,train
Challenging & engaging work and a great culture,positive,train
Amazon,positive,train
Customer manager,positive,train
Producer,positive,train
Great Company terrible management,negative,train
Seasonal Fulfillment Associate,negative,train
fired for revealing my medical diagnosis to site leader.,negative,train
Corporate Victims,negative,train
Amazon,positive,train
Great Company to Work,positive,train
Experience,positive,train
Microsoft,positive,train
Very political,positive,train
Horrible Company,negative,train
Great Company To work,positive,train
Amazon building the worst leaders in the world,negative,train
Wow,positive,train
Well Run Meritocracy,positive,train
Retail,negative,train
"A game of favoritism, numbers, and modern day slavery.",negative,train
Attorney,positive,train
COE,negative,train
The ,negative,train
Frustrating place to work,negative,train
Not a good place for seasoned professionals,negative,train
Amazon's Failure Staffing Solutions,negative,train
"Some groups are very political, non-technical people run the show, job-doers are sidelined in favor of networkers.",negative,train
Product Design Engineer,positive,train
IDC,positive,train
Review,negative,train
WIndows 8 solution consultant experience,positive,train
Pretty satisfied good part time job to pick up a few hours.,positive,train
Aquired Taste,positive,train
"Horrible, cult-like place to work.",negative,train
Environment,positive,train
GREAT COMPANY,positive,train
Not anymore the old Microsoft,negative,train
Challenging but boring,negative,train
Great if you have a lot of energy to give,negative,train
TSP Germany,negative,train
Worklife balance,positive,train
Awsome,positive,train
I've never felt so intellectually disrespected. Run the other way,negative,train
"Great company to work for, very dynamic and fast changing",positive,train
SDE II,negative,train
At home advisor,positive,train
warehouse picker,positive,train
In house physical security,negative,train
"And I quote, ",negative,train
Great,positive,train
Pretty easy,positive,train
IT Tech,negative,train
Not a great place to work.,negative,train
If you work hard you will not be rewarded,negative,train
Resource Manager,positive,train
Promotions,positive,train
Inbound,negative,train
"Manager, Program Management",negative,train
Medium skilled startup,negative,train
It¡¯s okay I guess,negative,train
"Well, it's still retail...technically",negative,train
Good place to work and have fun,positive,train
Toxic is an understatement.,negative,train
Did not work for me,negative,train
Buyer,positive,train
Politics is terrible. Old timers protective of their turf. Newcomers barely stands a chance,negative,train
Walk all day for little pay,negative,train
a good option to work,positive,train
Picker,negative,train
GREAT NAME BUT LOUSY PAY,negative,train
Don't Trip,negative,train
average salary but not enough for workload,negative,train
Software Engineer II,negative,train
why am I here?,negative,train
Burn People Fast,negative,train
good place to work,positive,train
Sp¨¦cialiste,negative,train
What once was great is no longer - my 10 year tenure is now coming to an end!!,negative,train
Excellent place to work,positive,train
It doesn't get any better than this,positive,train
No job security,negative,train
"Run From HOU1, and NEVER LOOK BACK",negative,train
"Joke of a job, but good pay",positive,train
Apple Care trainer and senior tech leader,positive,train
Network Operations,positive,train
Awesome company to work for,positive,train
Support Specialist at Genius Bar (Retail),negative,train
Epitome of a glass ceiling company,negative,train
not interesting,positive,train
The NYT article is true,negative,train
Associate,negative,train
only stay infront of computer,positive,train
google junior programming analyst review,positive,train
Run,positive,train
Apple was a great employer. I stayed for 3 years and never looked back.,positive,train
great company but a harsh environment,negative,train
A company that values its people and always listens to feedback when given.,positive,train
Takes everything you have and then some to be great.,negative,train
Software engineer,negative,train
One of the greatest companies,positive,train
M,negative,train
Great Company,positive,train
Health and Safety Manager of the Americas,negative,train
Mid-year review and promotion to the next level,positive,train
Great working atmosph¨¨re,positive,train
Where Do I Begin,negative,train
"Hate it, but it's paying my rent and bills",negative,train
Like Vector or Cutco,negative,train
Worst Company I Have Ever Worked For,negative,train
Operations Manager At Amazon,negative,train
Nothing but regrets...,negative,train
SDE,positive,train
Family Room Specialist,positive,train
Great way to make decent money,negative,train
Specialist,negative,train
"amazing benefits, but is it worth working retail?",positive,train
"Amazon, Where 99% Just Isn¡¯t Good Enough",negative,train
Great so far,positive,train
Worst work environment for non-tech people. They do not provide much growth opportunity.,negative,train
Crazy shift hours,negative,train
Amazon stay away,negative,train
It's okay for part time income,negative,train
My best internship,positive,train
Account Manager,positive,train
Technical Program Manager,negative,train
Retail,negative,train
Very Fortunate To Work Here but Could Do Better,negative,train
MSFT is a great employer,positive,train
Way Different Than N. America,negative,train
Corporate greed at its finest,negative,train
Give them your life. Make some money.,negative,train
Politics and leaders that have never been in the real world,positive,train
not to bad,positive,train
singled out and torn down,negative,train
In Short,positive,train
More than a decade at Microsoft,positive,train
Really great company to work for,positive,train
Microsoft Data Scientist Review,positive,train
Great place but becareful,negative,train
Legal Assistant,negative,train
Great place to work!,positive,train
Hide and Seek,negative,train
Customer Success,negative,train
"Work hard, have fun",positive,train
Poor quality managers untrained and lacking in mature leadership make excuses for failure.,negative,train
Fairness For The Company,positive,train
Product Manager,positive,train
Life @Facebook,positive,train
Decent place to work but don't overstay your welcome,positive,train
Too much smoke and mirrors,positive,train
"Excellant opportunities to excel in latest technologies, though inter-group cooperation is abismal",positive,train
Fulfillment,negative,train
Descent,negative,train
I have been working as ERC Associate and I am happy with my job,positive,train
Good First Company,positive,train
Microsoft became non American company,negative,train
Good for Students,positive,train
candid review,positive,train
CNA,negative,train
Senior Finance Manager,positive,train
Bureaucratic blunders,positive,train
A mixed bag,positive,train
Group Program Manager,positive,train
Excelent Company,positive,train
Good,positive,train
Finance Director,positive,train
Warehouse associate,negative,train
"great friends, tough life",positive,train
Good but at the same time dreadful,negative,train
Marketing,positive,train
Great company,positive,train
"We review and approve every post before it appears on our site, and in the case that the community sees something suspic",positive,train
Not a great place to work.,negative,train
Amazonians,positive,train
Used to be my favorite job,negative,train
Your experience is determined by your manager and team,positive,train
It was a great experience working with Amazon,positive,train
Not what I expected,negative,train
Specialist,positive,train
Candidate Experience,negative,train
"Healthy culture, a bit slow-moving",positive,train
Great place to work,positive,train
The fun is gone and the operation burden keeps coming.,negative,train
Director of Product Marketing,positive,train
Apple is a terrible place to work and terrible for your family,negative,train
Great company to work for.,positive,train
Are you a disruptor or a number?,positive,train
Struggle with the unstructured beauracacy,positive,train
SDE 1,positive,train
Not a good work environment,negative,train
Mediocre at best,negative,train
Order Filler,positive,train
Great job for the right people,positive,train
Learn something new every day.,positive,train
Working for apple is pretty good,positive,train
Na,positive,train
Microsoft,positive,train
Software Development Engineer,positive,train
Amazing place to work,positive,train
Review,positive,train
It's a ,negative,train
"Could be a great place, is just OK if you dont have social life",positive,train
Apple good place to work but not for Cloud Service Localization,negative,train
SDEI,positive,train
"Great company, could become even greater",positive,train
The company is as bad as it looks from the outside,negative,train
Things are looking up,positive,train
Revolving door of slaves,negative,train
At Home Advisor,positive,train
Worth The Hype?,negative,train
Software Engineer,positive,train
"Great work/life balance, great benefits, no career development, limited opportunity for advancement",positive,train
Facebook Summer Internship,positive,train
Amazon CPT needs leaders who live the Amazon values,negative,train
Good work environment,positive,train
Picker,negative,train
Feedback,positive,train
"bureaucratic, behind the times",negative,train
sde,positive,train
Company in transformation,positive,train
Apple Genius,positive,train
It's different on the inside.,positive,train
Singapore Logistics,negative,train
"Great Company, great benefits",positive,train
Excellant Company to work for !!,positive,train
Amazon sux to work for!,negative,train
Amazon employees steal intellectual property,negative,train
Great company to work for,positive,train
Amazon,negative,train
Google Student Ambassador,positive,train
"Terrible Work Life balance, Very Poor rewards (Zero stocks, Zero bonus) for Exceeds/Strong ratings",negative,train
CR Advisor,negative,train
Director,positive,train
"Great people to work with, not for.",negative,train
I have loved working here the past 8 yrs.,positive,train
"If you care about your personal/social life, stay away",negative,train
Good company,positive,train
Good place to work,positive,train
Amazon,negative,train
Awesome,positive,train
"It's utopia, until you work there",negative,train
Data Center Operations,positive,train
Channel Support Specialist German (Partner Support),positive,train
"Great work flexibility, exciting changes afoot",positive,train
Can be amazing or awful,positive,train
Average pay process driven company,negative,train
Senior Program Manager,negative,train
Engineer,positive,train
Customer Service,positive,train
Not for weak hearted,negative,train
Very nice offer,positive,train
Ops Management is addicted to prostitutes,negative,train
Use of magnifying glass to prove something obvious,negative,train
Absolutely Amazing,positive,train
Long hours and chaotic planning,positive,train
Specialist,positive,train
Salary is not good as compare to work,negative,train
The company to be in!,positive,train
I LOVE this company!,positive,train
Monolithic,negative,train
So much potential yet disappointing,negative,train
"High expectations, extremely low compensation.",negative,train
Inventory Specialist,positive,train
Sea change of improvement requires hard times,positive,train
"Average lengths of employment, 1 year...",negative,train
Love it or hate it. Not much in between.,negative,train
Facilities/Maintenance,negative,train
Triple A,positive,train
Fun but demanding,positive,train
Good One,positive,train
Not at all as glamorous as they make it seem,negative,train
Awful,negative,train
Team Manager,negative,train
Looks great on a resume,positive,train
SDE II,positive,train
Picker,positive,train
Outdated models and misapplied statistical data Customer Service Agent Work From Home,negative,train
Recruiter,positive,train
Delivery driver,negative,train
Basically a good company,positive,train
Customer Service Agent,negative,train
Wouldn¡¯t work here,negative,train
At Home Advisor,positive,train
the good the bad,negative,train
"Money is good, company culture is not",negative,train
Amazon TRMS,positive,train
Principal Program Manager,positive,train
Great long term place to work,positive,train
Amazon not the best compamy to work for,negative,train
Good company,positive,train
Retail,positive,train
"Once great, now declining",negative,train
"Great company, something need imorovement.",positive,train
Consultant Review in Enterprise Services,negative,train
Don't work here.,negative,train
Fresh Associate,negative,train
stay away,negative,train
Most challenging job so far - in a good way,positive,train
not too bad,negative,train
Data associate,positive,train
Prime Now Associate,positive,train
Love/Hate,negative,train
I worked in an Apple retail store,positive,train
Too focused on hiring for diversity quota attainment and not on qualified skill set.,negative,train
Former Business Program Manager,positive,train
Manager,negative,train
No complaints,positive,train
Product Marketing Manager,negative,train
Awesome company to work for,positive,train
A good place to work.,positive,train
"My positions with Amazon have included Stow Associate, Receive Associate, Hazmat Stow PA and Shipping Clerk",positive,train
Join if you or family is starving.,negative,train
Sales Director,positive,train
Excellent company,positive,train
"Worst employees HR, manager",negative,train
"Amazon is not worth the name, it has personally almost caused me a PTSD",negative,train
Keep looking,negative,train
"Shallow Company, lost its glam. Running purely on Brand Value.(Specific to MSIT)",negative,train
Still a magical place,positive,train
amazing global brand,positive,train
Great place to work if work is your life,negative,train
Best company ever!,positive,train
Microsoft Review,negative,train
Fin ops specialist,positive,train
Great potential wasted,negative,train
Used to love it,negative,train
Best company to work with,positive,train
The heirarchy in positions shows,negative,train
Great company,positive,train
2016 MS Review,positive,train
Amazing Giant,positive,train
Packer,positive,train
Amazon Fulfillment Center,positive,train
Lame,negative,train
Manager,negative,train
Excellent Company,positive,train
"fun, but..",negative,train
Politics are necessary to get ahead,negative,train
Top experience,positive,train
sad place to be,negative,train
Great Company!,positive,train
SDS Agent,negative,train
Worst company will work with ever,negative,train
Run for cover,negative,train
"innovative company with great benefits, impressive culture and all around great career!",positive,train
Poor management,negative,train
day to day,positive,train
Good place to learn,positive,train
Mixed Experience,positive,train
Great company to work with,positive,train
Facility,positive,train
Package sorter,negative,train
Genius,negative,train
SDE,positive,train
Amazon Fulfillment Warehouse,negative,train
Operator,positive,train
Apple At-Home Advisor,positive,train
experience at microsoft,positive,train
Overbearing and Bullying,negative,train
amazing,positive,train
Pros and cons,positive,train
Data Associate,negative,train
Graduate Scheme needs a shake up,negative,train
"Tough place to work, prepare to sell your soul",negative,train
One of the Best,positive,train
Great place to work,positive,train
Intern,positive,train
Partner Account Manager,positive,train
An average experience,negative,train
Great Company to work for,positive,train
returns specialist,positive,train
Missed opprotunities,negative,train
App Review is a disgrace to Apple,negative,train
Good Job Terrible Hours,positive,train
Inherit the Wind,negative,train
"GREAT pay, terrible environment",negative,train
"Stable at times, rock road at others",negative,train
"Good benefits, but most ",negative,train
Best Job Ever for a student,positive,train
Not a great place,negative,train
Fast Paced and very demanding,negative,train
All that glitters is not gold - overqualified people in a huge competition,negative,train
Much Improved Review Process,positive,train
Launch team,negative,train
Interesting technology but low pay,negative,train
"Lots of politics, no work-life balance, lots of opportunity",negative,train
Amazing place to work,positive,train
Great place to work,positive,train
Specialist,positive,train
Short contract but a very positive experience.,positive,train
Customer obsessed but no interest in its own employees! Shockingly political,negative,train
Times they are a'changing,positive,train
sales,positive,train
Bad,negative,train
Awesome workplace with cool environment,positive,train
"Only if you are a robot, otherwise do yourself a favor and consider something different",negative,train
"Good for engineers, not good for marketers",negative,train
Warehouse Associate,positive,train
AMAZING COMPANY,positive,train
Apple,positive,train
Great place to work,positive,train
Senior Technical Program Manager,positive,train
Microsoft is a very good company and working with servers is easy,positive,train
History or remaking of MS,negative,train
Great company to work for,positive,train
Do not work here,negative,train
Full time review,positive,train
Fulfillment Warehouse Associate,negative,train
Avoid it at all cost if you are not a workaholic,negative,train
At Home Advisor Stressful Work,negative,train
Co-workers are better than company,negative,train
Cons outweigh the Pros by a landslide,negative,train
Mixed Review,negative,train
Disneyland,positive,train
Get on the Cloud Computing Wave (although it comes at a BIG price),negative,train
Lack of Leadership dooms employees,negative,train
Software Development Engineer,negative,train
warehouse associate,negative,train
"Generally good, but employees are expendable, without hesitation, justification or compunction",negative,train
I've been happy for 8 years working at Amazon,positive,train
Best Job for College-Life,positive,train
Toxic individuals ruin the experience,positive,train
"Great Atmosphere, competitive hourly rate, great benefits",positive,train
Area Manager,negative,train
Only good for short term quick job while looking for your real job,negative,train
Financial Analyst,negative,train
Great working environement for all,positive,train
Product Design engineer,positive,train
ANGERY,negative,train
Can't get out of its own way,positive,train
Transaction risk investigator,negative,train
Not so fantastic,negative,train
HARD WORK,negative,train
Sales Associate,negative,train
Specialist,negative,train
Stop cutting beneifts,negative,train
Work hard make history,negative,train
Business Administrator,positive,train
Great talent but leadership and culture are road blocks,negative,train
Investigating Specialist,negative,train
problem solver,negative,train
Director,negative,train
started off great but took a nose dive,negative,train
Culture dilution due to rapid growth,positive,train
"Not for everyone, but do recommend.",positive,train
Amazon,negative,train
Unhappy,positive,train
AM level,negative,train
Customer Service,negative,train
Good luck,negative,train
Great place for young go-getters.,positive,train
Word Hard. Play Hard.,negative,train
cold,negative,train
Customer service agent,positive,train
Ops Manager,negative,train
Workflow Analyst,positive,train
Work and Life,positive,train
Good Pay,negative,train
"Worst of both worlds -- Your a FT employee, but not of Amazon, yet they run your life down to minute detail",negative,train
"Great place to work, but low opportunities",positive,train
Great Company to Work For,positive,train
Now you know!,negative,train
Great people poor managers,positive,train
Transportation Network,positive,train
Its a nice company,negative,train
It's like they say,positive,train
Senior Program Manager,positive,train
Outbound Associate,negative,train
Terrible Company to work for,negative,train
Great place to start a career,positive,train
Politics galore,negative,train
Good company,positive,train
Genius Administrator,negative,train
Apple isn't what it used to be.,negative,train
Apple Genius Review,negative,train
Mixed bag,negative,train
Bunch of wack a Do's,negative,train
Not all it's cracked up to be,negative,train
Lousy Training,negative,train
Boring Work,positive,train
Part time-Seasonal,positive,train
Great job.,positive,train
Awful,positive,train
Employee Disatisfation,negative,train
Nothing spectacular,negative,train
excellent if you just want to make extra money. there is room for advancement but mainly with sone type of degree,positive,train
Better than avg warehouse,negative,train
Depends on the team,positive,train
Mturk pay sucks,negative,train
"VCM - Note :: Review is only for the team( VCM ) I am/was a part of ,",negative,train
Global Operations Specialist,negative,train
Seller Support Associate,positive,train
Hired but no work,negative,train
Avoid,negative,train
Too big to innovate. Revenue bar and urgency to market kills projects too early.,positive,train
Amazon Fulfillment Center,positive,train
FC Associate 1,negative,train
Career limiting move - Join Microsoft India GTSC,negative,train
mixed feelings,positive,train
Fulfillment,negative,train
"Many good ideas, often poorly executed",negative,train
Amazon/Integrity Staffing Solutions,positive,train
"Good place to work, but slowly going downhill",positive,train
Life is more than work!,positive,train
"Challenging, Lucrative, Risky",positive,train
Operations,negative,train
You start off good but they over work you,negative,train
Excellent,positive,train
Stower,negative,train
Disappointed & Worried,negative,train
Fantastic place to work for,positive,train
Good for Students,positive,train
great company to work in,positive,train
Good start for career,positive,train
WOW!,positive,train
fantastic,negative,train
Leaving,positive,train
"Amazon has decent benefits, but not much else.",negative,train
Mostly great,positive,train
"Ok for college job, not great for adult job",negative,train
Hard to beat,positive,train
Amazon Sucks,negative,train
Not worth the stress,negative,train
Training? What training?,negative,train
It's ok as long as you can stand it.,positive,train
Work Life Balance? Don't even think about it,negative,train
Amzing Work Environment,positive,train
Data Science,negative,train
Great,positive,train
tr¨¨s bonne exp¨¦rience,positive,train
Worst leadership member in Benagalore advertising team,negative,train
Exciting and dynamic company,positive,train
Really hard work that can be rewarding,negative,train
good time,positive,train
Fulfillment Associate,positive,train
Technical account management,positive,train
horrible,negative,train
Great Company to work for,positive,train
Services Sales,positive,train
Terrible Medical Compliance,negative,train
Account Management,positive,train
Business Analyst,positive,train
Good overall,positive,train
ok,negative,train
Amazon,positive,train
Get it together Microsoft,negative,train
Talk to the community before working at Quidsi,negative,train
Store Manager,positive,train
Working at Google,positive,train
"Not as amazing as it¡¯s made out to be, great benefits, great people, with a side of stress with not enough pay.",positive,train
Amazon warehouse,negative,train
Great place to learn. Not so great with employee culture.,negative,train
An excellent place to work but some teams can get too political,positive,train
Great Retail job. Not so great career.,negative,train
Microsoft,positive,train
Great work culture,positive,train
Stow,negative,train
Senior Product Manager,negative,train
Treats Employees ALMOST as Bad as Customers,negative,train
Used to be great!!,negative,train
Good Team to Work ON!,positive,train
"It was the best of times, it was the worst of times.",positive,train
Amazon not much fun,negative,train
Comfortable dead end,positive,train
Great company with spotty management,positive,train
"Great supply chain experience, but stressful with limited career growth",positive,train
Seasonal Fulfillment Associate,negative,train
Good company expect some of the worst managers,negative,train
do not recomend,negative,train
"Opportunity for ownership, growth and career advancement",positive,train
"Big scale and great people, but still a big company",positive,train
Software Development Engineer,negative,train
Unclear goals,positive,train
Warehouse Associate,positive,train
disappointed with upper management,positive,train
Home Advisor,positive,train
"Great pay, lousy management.",positive,train
Nice filler job or in between,negative,train
Services Advisor,positive,train
Sortation Associate,negative,train
Good Company,positive,train
3D Animator,negative,train
area manager,negative,train
So far so good,positive,train
Amazing place so far,positive,train
A fun working environment,positive,train
Packer,negative,train
"Aggressive work environment, not for everybody",negative,train
"Great company, great people",positive,train
Amazon Fullfillment Center,positive,train
Not the place it once was.,positive,train
Associate,positive,train
Nice,positive,train
Great company with conflicting directive,positive,train
Specialist,positive,train
Engagement Manager,negative,train
Easy to get comfortable. Comfort is not a good thing.,negative,train
4 years of working in retail from Back of House to Family Room Specialist,positive,train
software engineer,positive,train
Group Product Manager,positive,train
Excellent Company!,positive,train
You will learn a lot...and it will cost you,negative,train
Picker,negative,train
"Alright, but could have been better",positive,train
"Great Company, Weak on Employee Treatment",positive,train
"Google program manager work review. It is truely the best company to work for, ever!! Regret leaving my first job!",positive,train
At Home Advisor,positive,train
"Tough Culture, long hours, leaders sit in ivory tower, promotions are hard to come by",negative,train
SAP CONSULTANT,negative,train
Awesome place to work,positive,train
Employee referral,negative,train
Genius,negative,train
Best place to work. Competitive.,positive,train
microsoft,positive,train
Great company,positive,train
Growing too fast and losing track of culture,negative,train
Don't Do It.,negative,train
Good company to gain skills from,negative,train
Apple should be able to do better,negative,train
Huge but incredible,positive,train
My experience,positive,train
Amazon SUCKS!!!,positive,train
Great Salary- Horrible company to work for,negative,train
It is a sweat shop,negative,train
"Awesome Company, Great Job",positive,train
Data Centre operations engineer,negative,train
Territory Services Executive,negative,train
Run screaming. Do not work here,negative,train
Good in the old days,negative,train
Terrible management,negative,train
Good learnings,negative,train
