review,rating,split
Join if you or family is starving.,0,train
Sales Director,1,train
Excellent company,1,train
"Worst employees HR, manager",0,train
"Amazon is not worth the name, it has personally almost caused me a PTSD",0,train
Keep looking,0,train
"Shallow Company, lost its glam. Running purely on Brand Value.(Specific to MSIT)",0,train
Still a magical place,1,train
amazing global brand,1,train
Great place to work if work is your life,0,train
Best company ever!,1,train
Microsoft Review,0,train
Fin ops specialist,1,train
Great potential wasted,0,train
Used to love it,0,train
Best company to work with,1,train
The heirarchy in positions shows,0,train
Great company,1,train
2016 MS Review,1,train
Amazing Giant,1,train
Packer,1,train
Amazon Fulfillment Center,1,train
Lame,0,train
Manager,0,train
Excellent Company,1,train
"fun, but..",0,train
Politics are necessary to get ahead,0,train
Top experience,1,train
sad place to be,0,train
Great Company!,1,train
SDS Agent,0,train
Worst company will work with ever,0,train
Run for cover,0,train
"innovative company with great benefits, impressive culture and all around great career!",1,train
Poor management,0,train
day to day,1,train
Good place to learn,1,train
Mixed Experience,1,train
Great company to work with,1,train
Facility,1,train
Package sorter,0,train
Genius,0,train
SDE,1,train
Amazon Fulfillment Warehouse,0,train
Operator,1,train
Apple At-Home Advisor,1,train
experience at microsoft,1,train
Overbearing and Bullying,0,train
amazing,1,train
Pros and cons,1,train
Data Associate,0,train
Graduate Scheme needs a shake up,0,train
"Tough place to work, prepare to sell your soul",0,train
One of the Best,1,train
Great place to work,1,train
Intern,1,train
Partner Account Manager,1,train
An average experience,0,train
Great Company to work for,1,train
returns specialist,1,train
Missed opprotunities,0,train
App Review is a disgrace to Apple,0,train
Good Job Terrible Hours,1,train
Inherit the Wind,0,train
"GREAT pay, terrible environment",0,train
"Stable at times, rock road at others",0,train
"Good benefits, but most ",0,train
Best Job Ever for a student,1,train
Not a great place,0,train
Fast Paced and very demanding,0,train
All that glitters is not gold - overqualified people in a huge competition,0,train
Much Improved Review Process,1,train
Launch team,0,train
Interesting technology but low pay,0,train
"Lots of politics, no work-life balance, lots of opportunity",0,train
Amazing place to work,1,train
Great place to work,1,train
Specialist,1,train
Short contract but a very positive experience.,1,train
Customer obsessed but no interest in its own employees! Shockingly political,0,train
Times they are a'changing,1,train
sales,1,train
Bad,0,train
Awesome workplace with cool environment,1,train
"Only if you are a robot, otherwise do yourself a favor and consider something different",0,train
"Good for engineers, not good for marketers",0,train
Warehouse Associate,1,train
AMAZING COMPANY,1,train
Apple,1,train
Great place to work,1,train
Senior Technical Program Manager,1,train
Microsoft is a very good company and working with servers is easy,1,train
History or remaking of MS,0,train
Great company to work for,1,train
Do not work here,0,train
Full time review,1,train
Fulfillment Warehouse Associate,0,train
Avoid it at all cost if you are not a workaholic,0,train
At Home Advisor Stressful Work,0,train
Co-workers are better than company,0,train
Cons outweigh the Pros by a landslide,0,train
Mixed Review,0,train
Disneyland,1,train
Get on the Cloud Computing Wave (although it comes at a BIG price),0,train
Lack of Leadership dooms employees,0,train
Software Development Engineer,0,train
warehouse associate,0,train
"Generally good, but employees are expendable, without hesitation, justification or compunction",0,train
I've been happy for 8 years working at Amazon,1,train
Best Job for College-Life,1,train
Toxic individuals ruin the experience,1,train
"Great Atmosphere, competitive hourly rate, great benefits",1,train
Area Manager,0,train
Only good for short term quick job while looking for your real job,0,train
Financial Analyst,0,train
Great working environement for all,1,train
Product Design engineer,1,train
ANGERY,0,train
Can't get out of its own way,1,train
Transaction risk investigator,0,train
Not so fantastic,0,train
HARD WORK,0,train
Sales Associate,0,train
Specialist,0,train
Stop cutting beneifts,0,train
Work hard make history,0,train
Business Administrator,1,train
Great talent but leadership and culture are road blocks,0,train
Investigating Specialist,0,train
problem solver,0,train
Director,0,train
started off great but took a nose dive,0,train
Culture dilution due to rapid growth,1,train
"Not for everyone, but do recommend.",1,train
Amazon,0,train
Unhappy,1,train
AM level,0,train
Customer Service,0,train
Good luck,0,train
Great place for young go-getters.,1,train
Word Hard. Play Hard.,0,train
cold,0,train
Customer service agent,1,train
Ops Manager,0,train
Workflow Analyst,1,train
Work and Life,1,train
Good Pay,0,train
"Worst of both worlds -- Your a FT employee, but not of Amazon, yet they run your life down to minute detail",0,train
"Great place to work, but low opportunities",1,train
Great Company to Work For,1,train
Now you know!,0,train
Great people poor managers,1,train
Transportation Network,1,train
Its a nice company,0,train
It's like they say,1,train
Senior Program Manager,1,train
Outbound Associate,0,train
Terrible Company to work for,0,train
Great place to start a career,1,train
Politics galore,0,train
Good company,1,train
Genius Administrator,0,train
Apple isn't what it used to be.,0,train
Apple Genius Review,0,train
Mixed bag,0,train
Bunch of wack a Do's,0,train
Not all it's cracked up to be,0,train
Lousy Training,0,train
Boring Work,1,train
Part time-Seasonal,1,train
Great job.,1,train
Awful,1,train
Employee Disatisfation,0,train
Nothing spectacular,0,train
excellent if you just want to make extra money. there is room for advancement but mainly with sone type of degree,1,train
Better than avg warehouse,0,train
Depends on the team,1,train
Mturk pay sucks,0,train
"VCM - Note :: Review is only for the team( VCM ) I am/was a part of ,",0,train
Global Operations Specialist,0,train
Seller Support Associate,1,train
Hired but no work,0,train
Avoid,0,train
Too big to innovate. Revenue bar and urgency to market kills projects too early.,1,train
Amazon Fulfillment Center,1,train
FC Associate 1,0,train
Career limiting move - Join Microsoft India GTSC,0,train
mixed feelings,1,train
Fulfillment,0,train
"Many good ideas, often poorly executed",0,train
Amazon/Integrity Staffing Solutions,1,train
"Good place to work, but slowly going downhill",1,train
Life is more than work!,1,train
"Challenging, Lucrative, Risky",1,train
Operations,0,train
You start off good but they over work you,0,train
Excellent,1,train
Stower,0,train
Disappointed & Worried,0,train
Fantastic place to work for,1,train
Good for Students,1,train
great company to work in,1,train
Good start for career,1,train
WOW!,1,train
fantastic,0,train
Leaving,1,train
"Amazon has decent benefits, but not much else.",0,train
Mostly great,1,train
"Ok for college job, not great for adult job",0,train
Hard to beat,1,train
Amazon Sucks,0,train
Not worth the stress,0,train
Training? What training?,0,train
It's ok as long as you can stand it.,1,train
Work Life Balance? Don't even think about it,0,train
Amzing Work Environment,1,train
Data Science,0,train
Great,1,train
tr¨¨s bonne exp¨¦rience,1,train
Worst leadership member in Benagalore advertising team,0,train
Exciting and dynamic company,1,train
Really hard work that can be rewarding,0,train
good time,1,train
Fulfillment Associate,1,train
Technical account management,1,train
horrible,0,train
Great Company to work for,1,train
Services Sales,1,train
Terrible Medical Compliance,0,train
Account Management,1,train
Business Analyst,1,train
Good overall,1,train
ok,0,train
Amazon,1,train
Get it together Microsoft,0,train
Talk to the community before working at Quidsi,0,train
Store Manager,1,train
Working at Google,1,train
"Not as amazing as it¡¯s made out to be, great benefits, great people, with a side of stress with not enough pay.",1,train
Amazon warehouse,0,train
Great place to learn. Not so great with employee culture.,0,train
An excellent place to work but some teams can get too political,1,train
Great Retail job. Not so great career.,0,train
Microsoft,1,train
Great work culture,1,train
Stow,0,train
Senior Product Manager,0,train
Treats Employees ALMOST as Bad as Customers,0,train
Used to be great!!,0,train
Good Team to Work ON!,1,train
"It was the best of times, it was the worst of times.",1,train
Amazon not much fun,0,train
Comfortable dead end,1,train
Great company with spotty management,1,train
"Great supply chain experience, but stressful with limited career growth",1,train
Seasonal Fulfillment Associate,0,train
Good company expect some of the worst managers,0,train
do not recomend,0,train
"Opportunity for ownership, growth and career advancement",1,train
"Big scale and great people, but still a big company",1,train
Software Development Engineer,0,train
Unclear goals,1,train
Warehouse Associate,1,train
disappointed with upper management,1,train
Home Advisor,1,train
"Great pay, lousy management.",1,train
Nice filler job or in between,0,train
Services Advisor,1,train
Sortation Associate,0,train
Good Company,1,train
3D Animator,0,train
area manager,0,train
So far so good,1,train
Amazing place so far,1,train
A fun working environment,1,train
Packer,0,train
"Aggressive work environment, not for everybody",0,train
"Great company, great people",1,train
Amazon Fullfillment Center,1,train
Not the place it once was.,1,train
Associate,1,train
Nice,1,train
Great company with conflicting directive,1,train
Specialist,1,train
Engagement Manager,0,train
Easy to get comfortable. Comfort is not a good thing.,0,train
4 years of working in retail from Back of House to Family Room Specialist,1,train
software engineer,1,train
Group Product Manager,1,train
Excellent Company!,1,train
You will learn a lot...and it will cost you,0,train
Picker,0,train
"Alright, but could have been better",1,train
"Great Company, Weak on Employee Treatment",1,train
"Google program manager work review. It is truely the best company to work for, ever!! Regret leaving my first job!",1,train
At Home Advisor,1,train
"Tough Culture, long hours, leaders sit in ivory tower, promotions are hard to come by",0,train
SAP CONSULTANT,0,train
Awesome place to work,1,train
Employee referral,0,train
Genius,0,train
Best place to work. Competitive.,1,train
microsoft,1,train
Great company,1,train
Growing too fast and losing track of culture,0,train
Don't Do It.,0,train
Good company to gain skills from,0,train
Apple should be able to do better,0,train
Huge but incredible,1,train
My experience,1,train
Amazon SUCKS!!!,1,train
Great Salary- Horrible company to work for,0,train
It is a sweat shop,0,train
"Awesome Company, Great Job",1,train
Data Centre operations engineer,0,train
Territory Services Executive,0,train
Run screaming. Do not work here,0,train
Good in the old days,0,train
Terrible management,0,train
Good learnings,0,train
Support analyst,0,train
Great People but Management Needs work.,0,train
Customer Obsession at the expense of the employees,0,train
For ur information,0,train
"Great opportunities, terrible management",0,train
Inbound stow,0,train
"Order Picker at Amazon (a.k.a. Slave Laborer) in Shakopee, MN",0,train
Ok for new grads,1,train
Great Place,1,train
Designers say no to amazon,0,train
"Entrepreneurial, Peculiar and Transparent",1,train
Knowledge Engineer,1,train
Genius,0,train
Software Engineer,1,train
15+ year career at Microsoft and should have left 10 years ago. Life is much better outside Microsoft.,0,train
Courier,0,train
Family Room Specialist,0,train
Bureaucratic and too much politics. Not many possibilities to grow and develop.,0,train
Software Engineer,1,train
Great spot,1,train
Director human resources,1,train
Awesome challenges,1,train
Amazon fulfillment associate,0,train
Work hard to achieve success,1,train
Chaos,0,train
Senior Software Development Engineer,1,train
A good place to settle down,1,train
Its an Innovation Company,1,train
Health & Safety Compliance Manager,0,train
Account Strategist,1,train
Fulfillment associate( ICQA),1,train
Many different opportunities for career advancement,1,train
A changing company,1,train
Customer service 1,0,train
Good internship experience in Microsoft,1,train
Learning competitive new skill sets,0,train
"Amazing culture, amazing people, and tremendous opportunity!",1,train
Great Culture,1,train
"Great company, good place for learning",1,train
AppleCare in Austin,1,train
One of my best experiences,1,train
Data Engineer,1,train
Great exposure to a variety of business processes and products.,0,train
Internship review,1,train
3stars,0,train
Better than I expected. Great place to work and grow,1,train
"Pleasant enough, but overly bureaucratic.",1,train
Great company if you're a cultural fit,1,train
Please Simplify!,0,train
Appleagent,1,train
Process assistant,0,train
Business Expert,0,train
They punish loyal employees,0,train
SDE at microsoft,1,train
Challenging and rewarding,1,train
Very Flexible Company,1,train
"Warzone, Petty, Terrible to Employees",0,train
Shah Pranay,1,train
good work experience,1,train
Fast growing but competitive,1,train
Microsoft is the bully,0,train
Inventory Associate,1,train
"Best Company, Worst Company",0,train
Operations Manager,0,train
Red Zone Specialist,0,train
My view of Microsoft,1,train
Senior Software Engineer,0,train
"Great opportunities, terrible work life balance",0,train
Biggest Corporate Startup of the world,1,train
Stay with your current company....just stay away,0,train
Program Manager,0,train
"A Job, Not a Career.",0,train
AHA Great place to work if you can do the schedule,1,train
Good Company,1,train
"Hard work, but worth the effort...",1,train
Okay job,0,train
"This is a great company to work for, unless you work for my manager.",0,train
Good but ruthless,1,train
Favoritism,0,train
Under payed to over deliver,0,train
Sad,0,train
"Humbling, learning experience in the job",1,train
"Good intentions and people, although very disorganized (AWS)",0,train
Bare Bones Review,1,train
Agency Account Strategist,1,train
Every man for himself,0,train
Terrible Management,0,train
associate,0,train
Truely transforming,1,train
Hectic,0,train
just so-so,1,train
Wage Justification Without Merit,0,train
Good company to work for,1,train
Not a Great Job,0,train
Awesome place to work,1,train
Not bad but could be better,0,train
Recruiter work review,1,train
Warehouse associate monitored bathroom breaks and water breaks,0,train
Fulfillment Associate (Tier I),1,train
Genius,0,train
me fill lots of happiness,1,train
Technical Specialist,1,train
Fulfillment,0,train
No career path but great perks!,0,train
If you aren't a TSP for Inside Sales it might be a good place,0,train
Wonderful place to work.,1,train
Don't Quit any job to go to work there,0,train
Let down by poor quality mid-level mangers,0,train
Good company,1,train
My honest opinion,0,train
Add mutual respect for diversity,0,train
mixed reviews.,0,train
Not what I thought it would be...,0,train
"GREAT pay, BAD overall",0,train
amazon,1,train
"This job is tiring, rewarding, and satisfying",1,train
Seasonal Associate,0,train
Literally the worst place to work in America,0,train
Great company with positive potential,1,train
MSFT is changing,0,train
AWS Solutions Architect,1,train
services it worker,0,train
Good Company,1,train
Field sales at Apple,0,train
Pays decent,0,train
"Plenty of opportunities, decreasing benefits, too many personal agendas",1,train
Best job ever,1,train
Bad management,0,train
"Vendor Support Associate, Amazon Turkey",0,train
Bof,1,train
Microsoft Review,1,train
I prefer not to specify my role,0,train
Senior AppleCare Technical Advisor,1,train
Great place to work,1,train
Quality Control,1,train
Picker Packer,0,train
Good enough,1,train
Review of Operations,0,train
Read the New York Times article,0,train
positive,1,train
Not as organized of a company or ,0,train
Good place to work for,1,train
Product management,0,train
Apple Inc,0,train
CSR,1,train
Still a long way to go,0,train
Seasonal Associate,1,train
Do Not Work Here After College.,0,train
Waiting for Death,1,train
Worst Job Ever,0,train
At Home Advisor,1,train
I regret my time at this company,0,train
smart People with high expectations,1,train
Valuable experience and growth,1,train
Apple a bit amiss,1,train
Great learning,1,train
Placed recently,1,train
awesome place to work,1,train
amazing place to work and make decent pay,1,train
Terrible work environment where worker moral is consistently low,0,train
program manager,0,train
"A lot of work, zero reward.",0,train
Great job while in school,1,train
not great,0,train
Slave work,0,train
"Great, but you gotta play",1,train
Mobile Business,1,train
Awesome company to work for if you love change and groth,1,train
Working for amazon,0,train
"If you need a boring, soulless job while you raise a family - this is it!",0,train
"happy working for an excellent manager, but probably would have quit if I had to work for someone else",0,train
Nightmare in Hiring,0,train
Great place to work but its losing its culture,1,train
Apple Specialist,1,train
SDET @ Microsoft,1,train
DO NOT GET THIS JOB!,0,train
Bad Managers!,0,train
Microsoft is a sweat shop,0,train
Amazon exacly what youde expect,0,train
"Gone through a lot of managers, but overall great",1,train
"Fast paced, innovative, fun but very stressful due to stack ranking, even in a small group",1,train
"Microsoft is walking to worse since inside MS, people response to leader but not to product",0,train
Fahion Valley,0,train
Ambassador,0,train
Exp at Microsoft,0,train
Senior Advisor,1,train
Worst company I've ever worked for,0,train
Company is really going downhill,0,train
Talent Acquisition Director,1,train
Merchandising manager,1,train
Typical sweat shop,0,train
Great place to work,1,train
ADVERTISING,1,train
amazon associate,1,train
Good opportunity to earn,0,train
A very problematic approach by management to employees in the Israeli branch,0,train
Graveyard for employees,0,train
"As a WDE, I rarely get to work on front end technologies anymore.",0,train
"Toxic, racist, boys club. If you are anyone other than a 40+ white male, stay away.",0,train
"Everything is the numbers from computer, work hard like a robot",0,train
Good Experience but toxic managment,0,train
The retention in this company is really low and there are good reasons for that,0,train
Great,1,train
Solution Specialist,1,train
Amazing people in spite of middle management.,1,train
Inventory Control Specialist,1,train
Transaction Risk Management,0,train
Apple Retail,0,train
"High quality Work, Good learning curve",1,train
Always changing,1,train
Worst Conditions in Warehouse,0,train
Specialist,1,train
be prepared,0,train
IT support Technician,1,train
Senior Software Engineer,1,train
TAM account,1,train
Seasonal jobs are misleading,0,train
No work/life balance - 15+ year employee,0,train
"Good Company, bad middle management.",0,train
SDE,1,train
Golden Cage,1,train
"Great from afar, dysfunctional from within",0,train
Senior Software Development Engineer,0,train
Amazon does not care about its managers,0,train
Tier I,1,train
Challenging but incredibly rewarding,1,train
senior program manager,1,train
Associate,1,train
"Soul Crushing, adversarial culture",0,train
Don't Do It,0,train
Contra Costa County,1,train
Tragic and dissapointing,0,train
Good company,1,train
"Moves fast, breaks things.",1,train
it's just the technician role,0,train
Retail Product Specialist,0,train
Marketing Coordinator,0,train
Best to worst (currently),0,train
Good opportunities in general,1,train
Ad Sales,1,train
"Pathetic Work culture, if You are in Last mile delivery...",0,train
Risk Investigator - ARI,1,train
Hired abroad and brought to Redmond ? your clock is ticking once you get too expensive you are out!,0,train
Tier 1,0,train
Human Resources,0,train
Good career opportunities,1,train
Overworked by management,0,train
Software Development Engineer II,1,train
Survival of the Fittest,0,train
Fulfillment Associate,0,train
Microsoft - A declining company,0,train
Cumbersome and old styled,0,train
"Just blown away, I am Michael Jordan and you chose Sam Bowie. Never will have another like me. Run !",0,train
Consultant,0,train
Part of the Online Revolution,1,train
Apple Retail is officially the worst now.,0,train
Decent expirience,0,train
So-So,1,train
Warehouse associate,1,train
Okay...,1,train
Packer,1,train
Pathways Operations Intern,1,train
Outstanding,1,train
Well Tuned Sales Engine,1,train
"Ship Dock, Conveyor, SCIOC Testing, Rebin",1,train
Inside Sales Dublin,0,train
"Good people, limited career opportunities locally.",0,train
Data Analyst,1,train
"Good corporation overall, but locally rep office badly managed",0,train
Good opportunity but proceed with caution,0,train
Good place to work,1,train
Great place to work - as long as you are a hard worker!,1,train
Manager Owns Your Career,1,train
Business Sales Specialist,0,train
"Great benefits, limited career development",1,train
Most unappreciative workplace I have encountered,0,train
The good and the bad of it,0,train
Massive Discrimination,0,train
"Under no circumstances would I work here again, and I regret the years I put in.",0,train
Amazon.com,0,train
frozen middle in hit refresh,0,train
Great Company,1,train
Stay Away,0,train
this job is not the place to be at,0,train
Great benefits but soul sucking environment.,0,train
"Great company, not good management",1,train
TRMS,0,train
Technical Program Manager,1,train
Inspiring culture with smart peers,1,train
"Great company, but horrible team",1,train
"Challenge, Chaos, and Impact",1,train
All in (AWS),0,train
advertising,1,train
A wonderful company to be a part of.,1,train
Great benefits but a letdown after years pass by,0,train
Fantastic company to work for,1,train
"Unappreciated, Overworked",0,train
Low pay for high expectations,1,train
Awesome company to start as fresher,1,train
Highly competitive environment,1,train
Work Life,1,train
You can do better,0,train
"Great to gain experience, disgustingly underpaid",0,train
3 year Tier 1 review about Amazon,0,train
Service Engineer II,1,train
Logos,1,train
Very high caliber of talent. Fast-paced work environment,1,train
Facilities Manager,1,train
Great place when I started but some bad hires soured the experience.,1,train
Area Manager,0,train
Software Engineer Intern,1,train
"Keep you resume up to date, and keep looking.",0,train
Software Engineer,1,train
great company for consumers,0,train
good one,0,train
Awesome scope of work... the rest is not so good.,0,train
Software Development Engineer,1,train
"AISPL (AWS) It¡¯s a sales focused company, technology has no value",0,train
Good place to gain professional experience,1,train
Warehouse Associate RSR Department,0,train
IT Support- can look good on resume...,0,train
Mixed feelings about this company,0,train
Warehouse Associate,0,train
At-Home-Advisor,1,train
Not a good fit for me.,0,train
"Requests everything from you, but provides for all your needs :).",1,train
Delivering smiles is my life,1,train
Senior Associate,1,train
Good place to work,0,train
Account Manager,0,train
"Pays lip service to putting employees first, doesn't deliver.",0,train
Manager Logistics,1,train
shift manager,0,train
Unprofessional management,0,train
Fast paced but unstructured work environment with loads to learn,1,train
Bias Environment,0,train
"Retail (Apple Stores, not corporate)",1,train
Great place to work,1,train
Warehouse associate,0,train
PM at Google,1,train
Sales Director,1,train
"Disorganized, micro-managing, and no respect for staff",0,train
Good place to work and learn,1,train
UK Solutions (subcontractor for Amazon) review,0,train
"Customer service focused, not employee focused",1,train
"Ruthless company, cut-throat management who could careless about employee satisfaction.",0,train
RUN AS FAST AS YOU CAN,0,train
Technical Specialist,0,train
OK.,0,train
awesome job,1,train
Operation Specialist,1,train
There are some good orgs and some not so good orgs,1,train
Metric-Centric,0,train
Fulfillment Center,0,train
Great company,1,train
It's what you make of it,1,train
Great technology innovative company,1,train
brook street,0,train
Experience heavily dependent on Team,1,train
Station Manager,0,train
"Decent pay, horrible work life balance, negative environment",0,train
internship,1,train
Driver,1,train
"Fast Onboarding, Friendly Culture, Endless Work",1,train
Targets set to 130% of what is reasonable.,0,train
alright,0,train
A mixed bag,1,train
good,1,train
Used to be a great company to work for.,0,train
Microsoft Has Changed,0,train
Not a Terrible Place to Work,1,train
At Amazon,0,train
Hope you like meetings,0,train
Picker ONT 2,0,train
not bad,1,train
Customer Service Agent,0,train
Picker,0,train
"Senior Manager, Business Development",1,train
Tier 1 problem solver,1,train
customer support associate,1,train
Eh,0,train
SDE-1,1,train
inventory Associate,0,train
"Burn out with descent pay, Horrible place to work, You Are a Replacement Part",0,train
Good place to work if they start using their talent pool.,0,train
Account Executive,1,train
Enterprise Strategy is non-existent,0,train
Great Company to work for,1,train
Employee crunching machine,0,train
Fulfillment Associate,0,train
Operations Leadership Internship,0,train
I have been working at Amazon for 2 years.,0,train
Product Designer,1,train
I am not being overdramatic when I say this is the worst job I have ever had.,0,train
Dissappointing,0,train
Great place to work,1,train
Great if you are in a right team,1,train
Life of an Amazonian,0,train
Microsoft treats you right,1,train
Love it,1,train
Account Executive,0,train
The work environment is very hostile and fast paced. The compensation system is designed for people to only stay 1 year.,0,train
Excellent Place to Work,1,train
Telecom enterprise lead - South,0,train
Extremely short term oriented,0,train
Worst company to work for,0,train
The worst employer in my whole career,0,train
Amazon is not a company it is a university to develop your leadership,1,train
TOP!,1,train
So pampered!,1,train
Best job but the worst company to work for,0,train
Pretty good place to work. Positive and team environment,1,train
"Innovative company, smart people, no work-life balance",0,train
Senior Software Engineering,0,train
Process assistant,0,train
Quality Assurance,0,train
Incredible!,1,train
E-commerce,1,train
"My team was closed down and had to leave the company, but still remember mostly the good",1,train
Apple AHA position,0,train
Overworked/undervalued,0,train
Software Design Engineer in Test,0,train
Senior manager,0,train
I love working here,1,train
Each day a little piece of your soul is taken,0,train
Terrible Culture,0,train
I have experience to work like an expert in customer service,1,train
"Strange place to work - used to be lots of smart people, getting worse by the year",1,train
"A great place to grow, learn and be surrounded by intelligent people",1,train
Okay to work,0,train
Amazon just a stepping Stone,0,train
"Great place, re-orgs are a pain",1,train
ok,0,train
Great Company,1,train
HR admin,0,train
"Avoid the Williamsburg, Brooklyn location",0,train
8 Years working for Amazon.,1,train
Software Developer Engineering Intern,1,train
Best,1,train
Work/life balance? What's that?,0,train
The Dangling Carrot,0,train
SDE,1,train
Customer service experience to customer,1,train
Operations Asst. Manager,0,train
Politics Galore and long hours,0,train
Good company overall,1,train
Apple,0,train
For the extremely dedicated & extremely loyal because they are extremely customer obsessed and fail to recognize talent,1,train
Very disappointed,1,train
Good Employee Friendly Company With Lot Perks,1,train
Redzone specialist,0,train
The great not so great,0,train
Sr Manager,0,train
Retail Specialist,1,train
Think twice,0,train
Company undergoing a massive re-organization,0,train
"Culture of fear is real, tone deaf culture that ignores any voices that doesn't sound like their echo chamber",0,train
Great company with amazing technology,0,train
"Work Hard, Have Flexibility, Make Rate",0,train
"still a good place, but not like it used to be",1,train
Former employee,1,train
Amazing company,1,train
packer,1,train
Good,1,train
Great place,1,train
Meh,0,train
Depends on you whether you want to or dont want to,0,train
Software Development Manager,1,train
It is what you make it.,1,train
Stressful retail environment . Poor work life bal. High turnover. Managemnt favoritism. Limited Career,0,train
Software Engineering Intern,1,train
"Good workplace, Bad Environment",1,train
Information Security Manager,1,train
"Started out fun, but slowly became way too micromanaged",0,train
Death trap,0,train
Amazon Fulfillment Center,0,train
Data Engineer,0,train
"Great place to work, but APJ has some issues",1,train
Best retail company to work for,1,train
loved to work there in GSO,1,train
Flexible and Great Perks,1,train
Work and learn from really smart people,1,train
Amazon Review,1,train
A lot of work. Chance to learn and grow. Poor work/life balance.,1,train
Awful compensation and co-workers,0,train
Needs improvement,0,train
Senior Account Manager,1,train
AA AA AA AA AA,1,train
Store Operations Representative,0,train
Apple Retail,1,train
Rich in diversity of experiences,0,train
Intern,1,train
Enjoy working for Amazon! Great company to work for and loads of opportunities and perks.,1,train
Apple Specialist,1,train
Not a bad job until you get into Management Levels,0,train
Culturally diversified committed to highest standard of quality.,1,train
Great place to work,1,train
No Work Ethic,0,train
customer service,0,train
Dog eat dog and puppy eat dog,0,train
Sr. Technical Account Manager,1,train
Specialist,1,train
Best Place to work,1,train
"join the good old boys at amazon it is the only way to get a promotion,if you are in the click.",0,train
Too many limitations and hype for average salary,0,train
It's a joke.,0,train
Great place to work!,1,train
Amazon burns through employees,0,train
Appreciaton from an Employer would be nice,0,train
Too many overpaid people here,1,train
Genius,1,train
ICQA,0,train
Best company to work,1,train
"Poor, unethical treatment of employees",0,train
apple austin - not the same as apple cupertino,0,train
"Brutal, not for the weak. Must have thick skin. Most do not make it 1 year without an injury or illness. Your a robot",0,train
Peel the Apple and you'll see it's still retail.,0,train
Great stepping stone,1,train
Political Climate and Performance System inhibits innovation,0,train
If your desperate...,0,train
not bad,0,train
Amazon,0,train
Work hard. Have Fun. Create History!,1,train
SDE II,0,train
"Great for a job, not for a career",0,train
Windows PM team,1,train
Senior Program Manager,1,train
Senior SDE,0,train
Pretty good until if fell off a cliff.,0,train
Technical Advisor,0,train
Project Lead,0,train
Program Manager,1,train
Network manager,1,train
It is what it is,0,train
Associate of a slave company,0,train
Hard,1,train
Change culture,0,train
"For Hub Manager -Great Pay, but zero job security or training, or stability.",0,train
Senior Software Engineer,0,train
"Mind Games, draining and demoralizing... Childish Leadership!",0,train
There are pros and cons.,0,train
You get what you give out of it. Be passionate and you'll be taken care of.,1,train
Account Manager,0,train
Microsoft IT has been the worse place to work at in my entire career.,0,train
Dear Apple,1,train
Director,1,train
Data analyst,0,train
Amazon tier 1 review emphasis,1,train
Not a good fit,0,train
Okay at first but once in ICQA it sucked.,0,train
SDEI,1,train
Terrible company to work for,0,train
So disappointed,0,train
Big company with the heart of a startup,1,train
Recruiting Coordinator,0,train
"Awsome diverser job, everyone has a chance to froq with Microsoft best one of the best conpanies to work for",1,train
Amazon 401K is poor!,0,train
"They love their customers, but do not care to help employees.",0,train
Customer Service Manager,0,train
"A company with motto - Money first, product later",0,train
Its a bad place to work,0,train
So much to say,0,train
Consultant,0,train
Cut throat environment,0,train
Amazon is a McDonald's in IT,0,train
risk investigation,0,train
Unique corporate culture that either does or doesn't work for you,1,train
Not what I expected,0,train
Run amuck management,0,train
Full of the worst people from Microsoft,0,train
"Gratifying, at times frustrating, under-appreciated company for how good it is to work here.",1,train
Picker,0,train
Great people & great place to work for 3 year.,1,train
Not what we used to be.,0,train
Be a cog in the wheel,0,train
Nice place to work,1,train
Dream company,1,train
A job but definitely not a career...,0,train
Great Company but doesn't always pay competitively,1,train
Great Comapny to work for and growth,1,train
Company in transition = challenges and opportunities,1,train
not the best place to work,0,train
Premier Field Engineer,1,train
The Genius Bar,1,train
All that glitters is not gold,0,train
Specialist,1,train
Amazing,1,train
Product Advisor,1,train
AppleCare,0,train
"The perks don't justify the slow-moving bureaucracy, especially in HR",1,train
Use Caution,0,train
Mixed bag,0,train
TSS,0,train
Train the Managers Better Please,0,train
Best career is in google,1,train
Very Good,1,train
Top Company for Top people,1,train
Google Cloud is NOT Google,0,train
Reduced Time Warehouse worker,1,train
Associate Vendor Manager,1,train
Eh,1,train
"awsome work culture, no politics, everything is fine there u can join",1,train
"Amazon-Good for thick skinned, strong & young workers",0,train
Intense,1,train
Good place to work if you need a job that pays well,0,train
"ZERO work-life balance, OVER work load, BAD management , NOT systematic",0,train
Regular sales job with apple culture ingrained,1,train
Awesome Company to work at.Lot of Innovative opportunities.Best place to work at,1,train
Great Company to work for,1,train
Fulfillment Center,0,train
Amazing benefits,1,train
It's a mixed bag. Love and hate,0,train
Great benefits,1,train
It was fine overall,0,train
Short term Experience,0,train
GPTW,1,train
MS is back,1,train
Global EHS,0,train
disposable,0,train
Terrible,0,train
Retail Employee,1,train
Worst Place,0,train
"Great coworkers, but poor management. Still retail.",1,train
Software Engineer II,0,train
good working environment,1,train
Cool attitude et belles personnes,1,train
Technical Account Manager,1,train
customer care voice,1,train
NOT the best thing that happened to sc,0,train
Software engineering role review,1,train
Very political management and long hours - decent pay.,0,train
Not really what I was looking for...,0,train
HRBP,0,train
Best,1,train
Immigration hostage,0,train
WAY TOO MANY EXPECTATIONS!!,0,train
